"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","CATEGORY","SALARIES","BENEFITS","SALARIES_AND_BENEFITS","% Rev- GF/Title/Lottery","% Rev- Total K-12","% Exp- GF/Title/Lottery","% Exp-Total K-12"
"2014-15","647","Dougherty County","ALL","All Column Values","General Administration",1121656.36,595368.08,1717024.44,1.18,0.94,1.2,0.89
"2014-15","647","Dougherty County","ALL","All Column Values","School Administration",5047636.71,2195165.1,7242801.81,4.98,3.96,5.06,3.74
"2014-15","647","Dougherty County","ALL","All Column Values","Teachers and Paraprofessionals",50101591.26,22880554.7,72982145.96,50.14,39.9,50.96,37.66
"2014-15","648","Douglas County","ALL","All Column Values","General Administration",1128158.05,572039.34,1700197.39,0.77,0.64,0.79,0.58
"2014-15","648","Douglas County","ALL","All Column Values","School Administration",7780494.44,3871516.47,11652010.91,5.28,4.4,5.45,4
"2014-15","648","Douglas County","ALL","All Column Values","Teachers and Paraprofessionals",86766826.1,37647765.37,124414591.47,56.39,46.98,58.17,42.67
"2014-15","649","Early County","ALL","All Column Values","General Administration",300520.06,117121.69,417641.75,2.14,1.85,2.09,1.89
"2014-15","649","Early County","ALL","All Column Values","School Administration",614695.23,250715.23,865410.46,4.43,3.84,4.34,3.93
"2014-15","649","Early County","ALL","All Column Values","Teachers and Paraprofessionals",8566068.15,3563869.29,12129937.44,62.1,53.84,60.76,55.03
"2014-15","650","Echols County","ALL","All Column Values","General Administration",106759.56,60604.63,167364.19,2.22,2.03,2.17,1.9
"2014-15","650","Echols County","ALL","All Column Values","School Administration",186675.54,98738.63,285414.17,3.79,3.46,3.7,3.25
"2014-15","650","Echols County","ALL","All Column Values","Teachers and Paraprofessionals",3006544.59,1318413.29,4324957.88,57.41,52.46,56.1,49.22
"2014-15","651","Effingham County","ALL","All Column Values","General Administration",1076632.8,481956.9,1558589.7,1.69,1.46,1.69,1.5
"2014-15","651","Effingham County","ALL","All Column Values","School Administration",2881661.82,1328357.68,4210019.5,4.55,3.94,4.56,4.05
"2014-15","651","Effingham County","ALL","All Column Values","Teachers and Paraprofessionals",43148686,15775258.92,58923944.92,63.73,55.12,63.82,56.67
"2014-15","652","Elbert County","ALL","All Column Values","General Administration",326848.74,216871.93,543720.67,1.97,1.72,2,1.69
"2014-15","652","Elbert County","ALL","All Column Values","School Administration",896057.22,490054.47,1386111.69,5.03,4.39,5.1,4.3
"2014-15","652","Elbert County","ALL","All Column Values","Teachers and Paraprofessionals",10495960.48,4717424.47,15213384.95,55.22,48.23,55.92,47.15
"2014-15","653","Emanuel County","ALL","All Column Values","General Administration",284429.56,148294.39,432723.95,1.26,1.09,1.29,1.11
"2014-15","653","Emanuel County","ALL","All Column Values","School Administration",1185691.2,574814.2,1760505.4,5.12,4.45,5.26,4.51
"2014-15","653","Emanuel County","ALL","All Column Values","Teachers and Paraprofessionals",13669293.85,6307187.18,19976481.03,58.04,50.45,59.66,51.19
"2014-15","654","Evans County","ALL","All Column Values","General Administration",103125,83643.03,186768.03,1.19,1.02,1.19,0.97
"2014-15","654","Evans County","ALL","All Column Values","School Administration",733831.41,254623.04,988454.45,6.27,5.39,6.31,5.15
"2014-15","654","Evans County","ALL","All Column Values","Teachers and Paraprofessionals",5933602.59,2378287.31,8311889.9,52.74,45.36,53.07,43.35
"2014-15","655","Fannin County","ALL","All Column Values","General Administration",463002.54,182092.44,645094.98,1.95,1.65,2.1,1.81
"2014-15","655","Fannin County","ALL","All Column Values","School Administration",996740.77,646464.08,1643204.85,4.97,4.19,5.34,4.62
"2014-15","655","Fannin County","ALL","All Column Values","Teachers and Paraprofessionals",11878916.75,5869974.89,17748891.64,53.63,45.28,57.73,49.94
"2014-15","656","Fayette County","ALL","All Column Values","General Administration",725817.72,427191.56,1153009.28,0.64,0.53,0.67,0.54
"2014-15","656","Fayette County","ALL","All Column Values","School Administration",5676491.14,2485624.18,8162115.32,4.54,3.74,4.73,3.85
"2014-15","656","Fayette County","ALL","All Column Values","Teachers and Paraprofessionals",74092524.21,28694654.44,102787178.65,57.18,47.16,59.54,48.46
"2014-15","657","Floyd County","ALL","All Column Values","General Administration",592487.4,731124.27,1323611.67,1.35,1.18,1.43,1.06
"2014-15","657","Floyd County","ALL","All Column Values","School Administration",3541105.64,1598426.76,5139532.4,5.26,4.56,5.54,4.12
