"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","OUTOFFIELD_FTE","OUTOFFIELD_FTE_PCT"
"2017-18","Marietta City","Park Street Elementary School","Teachers","Total",138,5.9,4
"2017-18","Marietta City","Sawyer Road Elementary School","Teachers","Total",95.9,8.3,9
"2017-18","Marietta City","West Side Elementary School","Teachers","Low Poverty",58,4.5,8
"2017-18","Marietta City","West Side Elementary School","Teachers","Total",58,4.5,8
"2017-18","Marion County","L. K. Moss Elementary School","Teachers","Total",53,0,0
"2017-18","Marion County","Marion County Middle/High School","Teachers","Total",46.8,3.7,8
"2017-18","Marion County","Marion County- All Schools","Teachers","Total",101,3.7,4
"2017-18","McDuffie County","Dearing Elementary School","Teachers","Total",47.7,0.9,2
"2017-18","McDuffie County","Maxwell Elementary School","Teachers","Total",55.7,1.9,3
"2017-18","McDuffie County","McDuffie County- All Schools","Teachers","Total",288.9,13.5,5
"2017-18","McDuffie County","Norris Elementary School","Teachers","Total",43.1,3.5,8
"2017-18","McDuffie County","Thomson Elementary School","Teachers","Total",44.7,3.1,7
"2017-18","McDuffie County","Thomson High School","Teachers","Total",84.8,9.4,11
"2017-18","McDuffie County","Thomson-McDuffie Middle School","Teachers","Total",63.8,3,5
"2017-18","McIntosh County","McIntosh Academy","Teachers","Total",48.5,11.3,23
"2017-18","McIntosh County","McIntosh County Middle School","Teachers","Total",24.5,3.5,14
"2017-18","McIntosh County","McIntosh County- All Schools","Teachers","Total",125.1,17.1,14
"2017-18","McIntosh County","Todd Grant Elementary School","Teachers","Total",51,1.6,3
"2017-18","Meriwether County","George E. Washington Elementary School (PK-5)","Teachers","High Poverty",25.1,1.6,6
"2017-18","Meriwether County","George E. Washington Elementary School (PK-5)","Teachers","Total",25.1,1.6,6
"2017-18","Meriwether County","Greenville High School","Teachers","High Poverty",25.7,7.6,29
"2017-18","Meriwether County","Greenville High School","Teachers","Total",25.7,7.6,29
"2017-18","Meriwether County","Greenville Middle School","Teachers","High Poverty",18.2,3.5,19
"2017-18","Meriwether County","Greenville Middle School","Teachers","Total",18.2,3.5,19
"2017-18","Meriwether County","Manchester High School","Teachers","High Poverty",36,11,30
"2017-18","Meriwether County","Manchester High School","Teachers","Total",36,11,30
"2017-18","Meriwether County","Manchester Middle School","Teachers","High Poverty",29,5.8,20
"2017-18","Meriwether County","Manchester Middle School","Teachers","Total",29,5.8,20
"2017-18","Meriwether County","Meriwether County- All Schools","Teachers","High Poverty",199,30.6,15
"2017-18","Meriwether County","Meriwether County- All Schools","Teachers","Total",199,30.6,15
"2017-18","Meriwether County","Mountain View Elementary School","Teachers","High Poverty",54,2.9,5
"2017-18","Meriwether County","Mountain View Elementary School","Teachers","Total",54,2.9,5
"2017-18","Meriwether County","Unity Elementary School (PK-5)","Teachers","High Poverty",31,2.7,9
"2017-18","Meriwether County","Unity Elementary School (PK-5)","Teachers","Total",31,2.7,9
"2017-18","Miller County","Miller County Elementary School","Teachers","Total",39.2,4.8,12
"2017-18","Miller County","Miller County High School","Teachers","Total",20.3,3.4,16
"2017-18","Miller County","Miller County Middle School","Teachers","Total",16.1,2.1,13
"2017-18","Miller County","Miller County- All Schools","Teachers","Total",74.5,9.6,13
"2017-18","Mitchell County","Baconton Community Charter School","Teachers","High Poverty",52.3,15.6,30
"2017-18","Mitchell County","Baconton Community Charter School","Teachers","Total",52.3,15.6,30
"2017-18","Mitchell County","Mitchell County Elementary School","Teachers","High Poverty",32.2,7.7,24
"2017-18","Mitchell County","Mitchell County Elementary School","Teachers","Total",32.2,7.7,24
"2017-18","Mitchell County","Mitchell County High School","Teachers","High Poverty",44.9,14.8,33
"2017-18","Mitchell County","Mitchell County High School","Teachers","Total",44.9,14.8,33
"2017-18","Mitchell County","Mitchell County Middle School","Teachers","High Poverty",28,15.3,55
"2017-18","Mitchell County","Mitchell County Middle School","Teachers","Total",28,15.3,55
"2017-18","Mitchell County","Mitchell County Primary School","Teachers","High Poverty",21.1,4.1,19
"2017-18","Mitchell County","Mitchell County Primary School","Teachers","Total",21.1,4.1,19
"2017-18","Mitchell County","Mitchell County- All Schools","Teachers","High Poverty",176.9,56.6,32
"2017-18","Mitchell County","Mitchell County- All Schools","Teachers","Total",176.9,56.6,32
"2017-18","Monroe County","Katherine B. Sutton Elementary School","Teachers","Total",63.6,1.8,3
"2017-18","Monroe County","Mary Persons High School","Teachers","Total",124.2,15.2,12
"2017-18","Monroe County","Monroe County Middle School, Banks Stephens Campus","Teachers","Total",64.3,3.8,6
"2017-18","Monroe County","Monroe County- All Schools","Teachers","Low Poverty",69,1.9,3
"2017-18","Monroe County","Monroe County- All Schools","Teachers","Total",338.7,26.6,8
"2017-18","Monroe County","Samuel E. Hubbard Elementary School","Teachers","Total",64.3,5.5,9
"2017-18","Monroe County","T.G. Scott Elementary School","Teachers","Low Poverty",67.9,1.6,2
"2017-18","Monroe County","T.G. Scott Elementary School","Teachers","Total",67.9,1.6,2
"2017-18","Montgomery County","Montgomery County Elementary School","Teachers","High Poverty",30.9,0,0
"2017-18","Montgomery County","Montgomery County Elementary School","Teachers","Total",30.9,0,0
"2017-18","Montgomery County","Montgomery County High School","Teachers","High Poverty",26.3,3.1,12
"2017-18","Montgomery County","Montgomery County High School","Teachers","Total",26.3,3.1,12
"2017-18","Montgomery County","Montgomery County Middle School","Teachers","High Poverty",16.9,4.3,25
"2017-18","Montgomery County","Montgomery County Middle School","Teachers","Total",16.9,4.3,25
"2017-18","Montgomery County","Montgomery County- All Schools","Teachers","High Poverty",73,6.2,8
"2017-18","Montgomery County","Montgomery County- All Schools","Teachers","Total",73,6.2,8
"2017-18","Morgan County","Morgan County Elementary School","Teachers","Total",53,3.9,7
"2017-18","Morgan County","Morgan County High School","Teachers","Low Poverty",94.2,12.2,13
"2017-18","Morgan County","Morgan County High School","Teachers","Total",94.2,12.2,13
"2017-18","Morgan County","Morgan County Middle School","Teachers","Total",62,13.7,22
"2017-18","Morgan County","Morgan County Primary School","Teachers","Total",59.6,2,3
"2017-18","Morgan County","Morgan County- All Schools","Teachers","Low Poverty",94.8,12.8,13
"2017-18","Morgan County","Morgan County- All Schools","Teachers","Total",265.4,30.8,12
"2017-18","Murray County","Bagley Middle School","Teachers","Total",32.3,8.5,26
"2017-18","Murray County","Chatsworth Elementary School","Teachers","Total",50.5,9,18
"2017-18","Murray County","Coker Elementary School","Teachers","Total",45,3.7,8
"2017-18","Murray County","Eton Elementary School","Teachers","Total",38.1,4.1,11
"2017-18","Murray County","Gladden Middle School","Teachers","Total",37.8,3.5,9
"2017-18","Murray County","Murray County High School","Teachers","Total",63.3,4.2,7
"2017-18","Murray County","Murray County- All Schools","Teachers","Total",453.5,51.3,11
"2017-18","Murray County","North Murray High School","Teachers","Total",67.5,9.4,14
"2017-18","Murray County","Northwest Elementary School","Teachers","Total",49,8.2,17
"2017-18","Murray County","Pleasant Valley Innovative School","Teachers","Total",11,2,18
"2017-18","Murray County","Spring Place Elementary School","Teachers","Total",54,8,15
"2017-18","Murray County","Woodlawn Elementary School","Teachers","Total",43.1,5.7,13
"2017-18","Muscogee County","Aaron Cohn Middle School","Teachers","Low Poverty",44.1,2.9,7
"2017-18","Muscogee County","Aaron Cohn Middle School","Teachers","Total",44.1,2.9,7
"2017-18","Muscogee County","Allen Elementary School","Teachers","High Poverty",34.5,1.8,5
"2017-18","Muscogee County","Allen Elementary School","Teachers","Total",34.5,1.8,5
"2017-18","Muscogee County","Arnold Middle School","Teachers","High Poverty",48.5,7.8,16
"2017-18","Muscogee County","Arnold Middle School","Teachers","Total",48.5,7.8,16
"2017-18","Muscogee County","Baker Middle School","Teachers","High Poverty",47.7,3.8,8
"2017-18","Muscogee County","Baker Middle School","Teachers","Total",47.7,3.8,8
"2017-18","Muscogee County","Blackmon Road Middle School","Teachers","Low Poverty",46.2,4.3,9
"2017-18","Muscogee County","Blackmon Road Middle School","Teachers","Total",46.2,4.3,9
"2017-18","Muscogee County","Blanchard Elementary School","Teachers","High Poverty",35,4,11
"2017-18","Muscogee County","Blanchard Elementary School","Teachers","Total",35,4,11
"2017-18","Muscogee County","Brewer Elementary School","Teachers","High Poverty",36.5,1,3
"2017-18","Muscogee County","Brewer Elementary School","Teachers","Total",36.5,1,3
"2017-18","Muscogee County","Britt David Elementary Computer Magnet Academy","Teachers","Low Poverty",30,2.2,7
"2017-18","Muscogee County","Britt David Elementary Computer Magnet Academy","Teachers","Total",30,2.2,7
"2017-18","Muscogee County","Carver High School","Teachers","Total",83.8,13.9,17
"2017-18","Muscogee County","Clubview Elementary School","Teachers","Low Poverty",35,3.5,10
"2017-18","Muscogee County","Clubview Elementary School","Teachers","Total",35,3.5,10
"2017-18","Muscogee County","Columbus High School","Teachers","Low Poverty",60.6,1.9,3
"2017-18","Muscogee County","Columbus High School","Teachers","Total",60.6,1.9,3
"2017-18","Muscogee County","Davis Elementary School","Teachers","High Poverty",35.5,4.2,12
"2017-18","Muscogee County","Davis Elementary School","Teachers","Total",35.5,4.2,12
"2017-18","Muscogee County","Dawson Elementary School","Teachers","High Poverty",19,0.4,2
"2017-18","Muscogee County","Dawson Elementary School","Teachers","Total",19,0.4,2
"2017-18","Muscogee County","Dimon Elementary","Teachers","Total",30,0.7,2
"2017-18","Muscogee County","Dorothy Height Elementary School","Teachers","High Poverty",47.2,6.1,13
"2017-18","Muscogee County","Dorothy Height Elementary School","Teachers","Total",47.2,6.1,13
"2017-18","Muscogee County","Double Churches Elementary School","Teachers","Low Poverty",40.5,1.1,3
"2017-18","Muscogee County","Double Churches Elementary School","Teachers","Total",40.5,1.1,3
"2017-18","Muscogee County","Double Churches Middle School","Teachers","High Poverty",43,6.1,14
"2017-18","Muscogee County","Double Churches Middle School","Teachers","Total",43,6.1,14
"2017-18","Muscogee County","Downtown Elementary Magnet Academy","Teachers","High Poverty",23.5,0.1,1
"2017-18","Muscogee County","Downtown Elementary Magnet Academy","Teachers","Total",23.5,0.1,1
"2017-18","Muscogee County","Eagle Ridge Academy","Teachers","Total",53,1.3,2
"2017-18","Muscogee County","Early College Academy of Columbus at Waverly Terrace","Teachers","High Poverty",15,2.6,17
"2017-18","Muscogee County","Early College Academy of Columbus at Waverly Terrace","Teachers","Total",15,2.6,17
"2017-18","Muscogee County","East Columbus Magnet Academy","Teachers","High Poverty",46.8,12.1,26
"2017-18","Muscogee County","East Columbus Magnet Academy","Teachers","Total",46.8,12.1,26
"2017-18","Muscogee County","Eddy Middle School","Teachers","High Poverty",36.9,7.5,20
"2017-18","Muscogee County","Eddy Middle School","Teachers","Total",36.9,7.5,20
"2017-18","Muscogee County","Forrest Road Elementary School","Teachers","High Poverty",42,4.7,11
"2017-18","Muscogee County","Forrest Road Elementary School","Teachers","Total",42,4.7,11
"2017-18","Muscogee County","Fort Middle School","Teachers","High Poverty",45.7,13.9,30
"2017-18","Muscogee County","Fort Middle School","Teachers","Total",45.7,13.9,30
"2017-18","Muscogee County","Fox Elementary School","Teachers","High Poverty",25,0,0
"2017-18","Muscogee County","Fox Elementary School","Teachers","Total",25,0,0
"2017-18","Muscogee County","Gentian Elementary School","Teachers","High Poverty",31,1,3
"2017-18","Muscogee County","Gentian Elementary School","Teachers","Total",31,1,3
"2017-18","Muscogee County","Georgetown Elementary School","Teachers","High Poverty",35,1.8,5
"2017-18","Muscogee County","Georgetown Elementary School","Teachers","Total",35,1.8,5
"2017-18","Muscogee County","Hannan Elementary","Teachers","High Poverty",35,6.4,18
"2017-18","Muscogee County","Hannan Elementary","Teachers","Total",35,6.4,18
"2017-18","Muscogee County","Hardaway High School","Teachers","High Poverty",88.4,11.5,13
"2017-18","Muscogee County","Hardaway High School","Teachers","Total",88.4,11.5,13
"2017-18","Muscogee County","Johnson Elementary School","Teachers","High Poverty",34.5,5,15
"2017-18","Muscogee County","Johnson Elementary School","Teachers","Total",34.5,5,15
"2017-18","Muscogee County","Jordan Vocational High School","Teachers","High Poverty",66.9,11.9,18
"2017-18","Muscogee County","Jordan Vocational High School","Teachers","Total",66.9,11.9,18
"2017-18","Muscogee County","Kendrick High School","Teachers","High Poverty",74.9,15.4,21
"2017-18","Muscogee County","Kendrick High School","Teachers","Total",74.9,15.4,21
"2017-18","Muscogee County","Key Elementary School","Teachers","High Poverty",33,4.7,14
"2017-18","Muscogee County","Key Elementary School","Teachers","Total",33,4.7,14
"2017-18","Muscogee County","Lonnie Jackson Academy","Teachers","High Poverty",37.5,1.2,3
"2017-18","Muscogee County","Lonnie Jackson Academy","Teachers","Total",37.5,1.2,3
"2017-18","Muscogee County","Martin Luther King, Jr. Elementary School","Teachers","High Poverty",39.3,4.3,11
"2017-18","Muscogee County","Martin Luther King, Jr. Elementary School","Teachers","Total",39.3,4.3,11
"2017-18","Muscogee County","Mathews Elementary School","Teachers","Low Poverty",48,0,0
"2017-18","Muscogee County","Mathews Elementary School","Teachers","Total",48,0,0
"2017-18","Muscogee County","Midland Academy","Teachers","High Poverty",38.8,0.3,1
"2017-18","Muscogee County","Midland Academy","Teachers","Total",38.8,0.3,1
"2017-18","Muscogee County","Midland Middle School","Teachers","Total",38.4,4.7,12
"2017-18","Muscogee County","Muscogee County- All Schools","Teachers","High Poverty",1402.3,167.3,12
"2017-18","Muscogee County","Muscogee County- All Schools","Teachers","Low Poverty",398.4,29.1,7
"2017-18","Muscogee County","Muscogee County- All Schools","Teachers","Total",2084,217.2,10
"2017-18","Muscogee County","North Columbus Elementary","Teachers","Total",44,1.1,3
"2017-18","Muscogee County","Northside High School","Teachers","Low Poverty",100,16.8,17
"2017-18","Muscogee County","Northside High School","Teachers","Total",100,16.8,17
"2017-18","Muscogee County","Rainey McCullers School of the Arts","Teachers","Total",30.5,4.2,14
"2017-18","Muscogee County","Reese Road Leadership Academy","Teachers","High Poverty",38.2,4.1,11
"2017-18","Muscogee County","Reese Road Leadership Academy","Teachers","Total",38.2,4.1,11
"2017-18","Muscogee County","Richards Middle School","Teachers","High Poverty",52.5,10,19
"2017-18","Muscogee County","Richards Middle School","Teachers","Total",52.5,10,19
"2017-18","Muscogee County","Rigdon Road Elementary School","Teachers","High Poverty",45,1.6,3
"2017-18","Muscogee County","Rigdon Road Elementary School","Teachers","Total",45,1.6,3
"2017-18","Muscogee County","River Road Elementary School","Teachers","High Poverty",31.5,0.3,1
"2017-18","Muscogee County","River Road Elementary School","Teachers","Total",31.5,0.3,1
"2017-18","Muscogee County","Rothschild Leadership Academy School","Teachers","High Poverty",46.4,8.2,18
"2017-18","Muscogee County","Rothschild Leadership Academy School","Teachers","Total",46.4,8.2,18
"2017-18","Muscogee County","Shaw High School","Teachers","High Poverty",88.9,18.3,21
"2017-18","Muscogee County","Shaw High School","Teachers","Total",88.9,18.3,21
"2017-18","Muscogee County","South Columbus Elementary School","Teachers","High Poverty",44.8,9.2,21
"2017-18","Muscogee County","South Columbus Elementary School","Teachers","Total",44.8,9.2,21
"2017-18","Muscogee County","Spencer High School","Teachers","High Poverty",63.5,9.6,15
"2017-18","Muscogee County","Spencer High School","Teachers","Total",63.5,9.6,15
"2017-18","Muscogee County","St. Marys Video and Communication Technology","Teachers","High Poverty",26,1,4
"2017-18","Muscogee County","St. Marys Video and Communication Technology","Teachers","Total",26,1,4
"2017-18","Muscogee County","Veterans Memorial Middle School","Teachers","Low Poverty",46.5,6.7,14
"2017-18","Muscogee County","Veterans Memorial Middle School","Teachers","Total",46.5,6.7,14
"2017-18","Muscogee County","Waddell Elementary School","Teachers","Total",34.5,1.1,3
"2017-18","Muscogee County","Wesley Heights Elementary School","Teachers","High Poverty",30,0.6,2
"2017-18","Muscogee County","Wesley Heights Elementary School","Teachers","Total",30,0.6,2
"2017-18","Muscogee County","Wynnton Elementary School","Teachers","High Poverty",34,2.1,6
"2017-18","Muscogee County","Wynnton Elementary School","Teachers","Total",34,2.1,6
"2017-18","Newton County","Alcovy High School","Teachers","Total",151.2,12.8,8
"2017-18","Newton County","Clements Middle School","Teachers","Total",54.5,4.7,9
"2017-18","Newton County","Cousins Middle School","Teachers","Total",58.5,6.5,11
"2017-18","Newton County","East Newton Elementary School","Teachers","Total",39.3,1.1,3
"2017-18","Newton County","Eastside High School","Teachers","Low Poverty",135.1,9.1,7
"2017-18","Newton County","Eastside High School","Teachers","Total",135.1,9.1,7
"2017-18","Newton County","Fairview Elementary","Teachers","Total",37.8,0,0
"2017-18","Newton County","Flint Hill Elementary","Teachers","Total",78,3.3,4
"2017-18","Newton County","Heard-Mixon Elementary School","Teachers","Total",35.7,1.8,5
"2017-18","Newton County","Indian Creek Middle School","Teachers","Total",67.5,7,10
"2017-18","Newton County","Liberty Middle School","Teachers","Total",64.5,8,12
"2017-18","Newton County","Live Oak Elementary","Teachers","Total",74.7,2.6,4
"2017-18","Newton County","Livingston Elementary School","Teachers","Total",37.3,1,3
"2017-18","Newton County","Mansfield Elementary School","Teachers","Total",36,0.5,1
"2017-18","Newton County","Middle Ridge Elementary School","Teachers","Total",55,0.9,2
"2017-18","Newton County","Newton County Theme School at Ficquett","Teachers","Low Poverty",57.5,2.2,4
"2017-18","Newton County","Newton County Theme School at Ficquett","Teachers","Total",57.5,2.2,4
"2017-18","Newton County","Newton County- All Schools","Teachers","Low Poverty",192.3,10.5,5
"2017-18","Newton County","Newton County- All Schools","Teachers","Total",1305.6,98.1,8
"2017-18","Newton County","Newton High School","Teachers","Total",173.9,30.8,18
"2017-18","Newton County","Oak Hill Elementary School","Teachers","Total",48.8,1.7,3
"2017-18","Newton County","Porterdale Elementary School","Teachers","Total",35.5,2.9,8
"2017-18","Newton County","Rocky Plains Elementary School","Teachers","Total",44,1.5,3
"2017-18","Newton County","South Salem Elementary School","Teachers","Total",61,3.3,5
"2017-18","Newton County","Veterans Memorial Middle School","Teachers","Total",55.5,9.8,18
"2017-18","Newton County","West Newton Elementary School","Teachers","Total",54,2.5,5
"2017-18","Oconee County","Colham Ferry Elementary School","Teachers","Low Poverty",39,0.4,1
"2017-18","Oconee County","Colham Ferry Elementary School","Teachers","Total",39,0.4,1
"2017-18","Oconee County","High Shoals Elementary School","Teachers","Low Poverty",39,2.4,6
"2017-18","Oconee County","High Shoals Elementary School","Teachers","Total",39,2.4,6
"2017-18","Oconee County","Malcom Bridge Elementary School","Teachers","Low Poverty",45,4.8,11
"2017-18","Oconee County","Malcom Bridge Elementary School","Teachers","Total",45,4.8,11
"2017-18","Oconee County","Malcom Bridge Middle School","Teachers","Low Poverty",64.5,7.6,12
"2017-18","Oconee County","Malcom Bridge Middle School","Teachers","Total",64.5,7.6,12
"2017-18","Oconee County","North Oconee High School","Teachers","Low Poverty",136.3,9.1,7
"2017-18","Oconee County","North Oconee High School","Teachers","Total",136.3,9.1,7
"2017-18","Oconee County","Oconee County Elementary School","Teachers","Low Poverty",32.5,2.7,8
"2017-18","Oconee County","Oconee County Elementary School","Teachers","Total",32.5,2.7,8
"2017-18","Oconee County","Oconee County High School","Teachers","Low Poverty",92.8,5.9,6
"2017-18","Oconee County","Oconee County High School","Teachers","Total",92.8,5.9,6
"2017-18","Oconee County","Oconee County Middle School","Teachers","Low Poverty",67.3,11.5,17
"2017-18","Oconee County","Oconee County Middle School","Teachers","Total",67.3,11.5,17
"2017-18","Oconee County","Oconee County Primary School","Teachers","Low Poverty",32.5,0.5,2
"2017-18","Oconee County","Oconee County Primary School","Teachers","Total",32.5,0.5,2
"2017-18","Oconee County","Oconee County- All Schools","Teachers","Low Poverty",552.4,47,8
"2017-18","Oconee County","Oconee County- All Schools","Teachers","Total",552.4,47,8
"2017-18","Oconee County","Rocky Branch Elementary School","Teachers","Low Poverty",51,7.5,15
"2017-18","Oconee County","Rocky Branch Elementary School","Teachers","Total",51,7.5,15
"2017-18","Oglethorpe County","Oglethorpe County Elementary School","Teachers","Total",38.3,1,3
"2017-18","Oglethorpe County","Oglethorpe County High School","Teachers","Total",53.9,4,7
"2017-18","Oglethorpe County","Oglethorpe County Middle School","Teachers","Total",40.4,2.8,7
"2017-18","Oglethorpe County","Oglethorpe County Primary School","Teachers","Total",42.7,2.8,7
"2017-18","Oglethorpe County","Oglethorpe County- All Schools","Teachers","Total",173.1,10.3,6
"2017-18","Paulding County","Allgood Elementary School","Teachers","Total",52,1.2,2
"2017-18","Paulding County","Bessie L. Baggett Elementary","Teachers","Total",42,2.2,5
"2017-18","Paulding County","Burnt Hickory Elementary School","Teachers","Low Poverty",59.5,9.9,17
"2017-18","Paulding County","Burnt Hickory Elementary School","Teachers","Total",59.5,9.9,17
"2017-18","Paulding County","C. A. Roberts Elementary School","Teachers","Low Poverty",45,3.3,7
"2017-18","Paulding County","C. A. Roberts Elementary School","Teachers","Total",45,3.3,7
"2017-18","Paulding County","Carl Scoggins Sr. Middle school","Teachers","Total",43.3,0.7,2
"2017-18","Paulding County","Connie Dugan Elementary School","Teachers","Total",47,0,0
"2017-18","Paulding County","Dallas Elementary School","Teachers","Total",29,0.6,2
"2017-18","Paulding County","East Paulding High School","Teachers","Low Poverty",106,1.5,1
"2017-18","Paulding County","East Paulding High School","Teachers","Total",106,1.5,1
"2017-18","Paulding County","East Paulding Middle School","Teachers","Low Poverty",54.5,5.3,10
"2017-18","Paulding County","East Paulding Middle School","Teachers","Total",54.5,5.3,10
"2017-18","Paulding County","Floyd L. Shelton Elementary School at Crossroad","Teachers","Low Poverty",71,3.6,5
"2017-18","Paulding County","Floyd L. Shelton Elementary School at Crossroad","Teachers","Total",71,3.6,5
"2017-18","Paulding County","Hal Hutchens Elementary","Teachers","Total",45,0.8,2
"2017-18","Paulding County","Herschel Jones Middle School","Teachers","Total",44.5,4.5,10
"2017-18","Paulding County","Hiram Elementary School","Teachers","Total",50.5,1.9,4
"2017-18","Paulding County","Hiram High School","Teachers","Total",115,7.3,6
"2017-18","Paulding County","Irma C. Austin Middle School","Teachers","Low Poverty",53.6,0,0
"2017-18","Paulding County","Irma C. Austin Middle School","Teachers","Total",53.6,0,0
"2017-18","Paulding County","J. A. Dobbins Middle School","Teachers","Total",44,1.3,3
"2017-18","Paulding County","Lena Mae Moses Middle School","Teachers","Low Poverty",37.5,2,5
"2017-18","Paulding County","Lena Mae Moses Middle School","Teachers","Total",37.5,2,5
"2017-18","Paulding County","Lillian C. Poole Elementary School","Teachers","Total",31,1.9,6
"2017-18","Paulding County","McGarity Elementary School","Teachers","Total",39.5,0.7,2
"2017-18","Paulding County","Nebo Elementary School","Teachers","Total",42.5,4.9,12
"2017-18","Paulding County","New Georgia Elementary School","Teachers","Total",24.3,5,21
"2017-18","Paulding County","North Paulding High School","Teachers","Low Poverty",135.4,5.2,4
"2017-18","Paulding County","North Paulding High School","Teachers","Total",135.4,5.2,4
"2017-18","Paulding County","Northside Elementary School","Teachers","Total",30.5,2.6,8
"2017-18","Paulding County","P. B. Ritch Middle School","Teachers","Total",44,3.5,8
"2017-18","Paulding County","Paulding County High School","Teachers","Total",100,3.4,3
"2017-18","Paulding County","Paulding County- All Schools","Teachers","Low Poverty",912.5,38.1,4
"2017-18","Paulding County","Paulding County- All Schools","Teachers","Total",1791,79.7,4
"2017-18","Paulding County","Roland W. Russom Elementary","Teachers","Low Poverty",54,1.5,3
"2017-18","Paulding County","Roland W. Russom Elementary","Teachers","Total",54,1.5,3
"2017-18","Paulding County","Sam D. Panter Elementary School","Teachers","Total",37,0,0
"2017-18","Paulding County","Sammy McClure Sr. Middle School","Teachers","Low Poverty",69,0,0
"2017-18","Paulding County","Sammy McClure Sr. Middle School","Teachers","Total",69,0,0
"2017-18","Paulding County","Sara M. Ragsdale Elementary","Teachers","Total",43,0.4,1
"2017-18","Paulding County","South Paulding High School","Teachers","Low Poverty",110.4,3.4,3
"2017-18","Paulding County","South Paulding High School","Teachers","Total",110.4,3.4,3
"2017-18","Paulding County","South Paulding Middle School","Teachers","Low Poverty",32.5,0.5,2
"2017-18","Paulding County","South Paulding Middle School","Teachers","Total",32.5,0.5,2
"2017-18","Paulding County","Union Elementary School","Teachers","Low Poverty",31,1.2,4
"2017-18","Paulding County","Union Elementary School","Teachers","Total",31,1.2,4
"2017-18","Paulding County","WC Abney Elementary","Teachers","Low Poverty",61,0.7,1
"2017-18","Paulding County","WC Abney Elementary","Teachers","Total",61,0.7,1
"2017-18","Peach County","Byron Elementary School","Teachers","Total",41.4,5.2,13
"2017-18","Peach County","Byron Middle School","Teachers","Total",34,4,12
"2017-18","Peach County","Fort Valley Middle School","Teachers","Total",37.5,5.1,14
"2017-18","Peach County","Hunt Elementary School","Teachers","Total",46.2,8.8,19
"2017-18","Peach County","Kay Road Elementary","Teachers","Total",41.8,3.4,8
"2017-18","Peach County","Peach County High School","Teachers","Total",70.4,18.4,26
"2017-18","Peach County","Peach County- All Schools","Teachers","Total",256.8,38.1,15
"2017-18","Pelham City","Pelham City Middle School","Teachers","High Poverty",27.1,5.3,20
"2017-18","Pelham City","Pelham City Middle School","Teachers","Total",27.1,5.3,20
"2017-18","Pelham City","Pelham City- All Schools","Teachers","High Poverty",113.1,17.8,16
"2017-18","Pelham City","Pelham City- All Schools","Teachers","Total",113.1,17.8,16
"2017-18","Pelham City","Pelham Elementary School","Teachers","High Poverty",51.2,6.6,13
"2017-18","Pelham City","Pelham Elementary School","Teachers","Total",51.2,6.6,13
"2017-18","Pelham City","Pelham High School","Teachers","High Poverty",36.2,6.7,19
"2017-18","Pelham City","Pelham High School","Teachers","Total",36.2,6.7,19
"2017-18","Pickens County","Harmony Elementary School","Teachers","Total",40,0,0
"2017-18","Pickens County","Hill City Elementary School","Teachers","Total",47,0,0
"2017-18","Pickens County","Jasper Elementary School","Teachers","Total",32,1.6,5
"2017-18","Pickens County","Jasper Middle School","Teachers","Total",38.9,2.9,8
"2017-18","Pickens County","Pickens County High School","Teachers","Low Poverty",100,8.4,8
"2017-18","Pickens County","Pickens County High School","Teachers","Total",100,8.4,8
"2017-18","Pickens County","Pickens County Middle School","Teachers","Total",33,1.2,4
"2017-18","Pickens County","Pickens County- All Schools","Teachers","Low Poverty",100.9,7.9,8
"2017-18","Pickens County","Pickens County- All Schools","Teachers","Total",311.4,13.9,4
"2017-18","Pickens County","Tate Elementary School","Teachers","Total",24,0.3,1
"2017-18","Pierce County","Blackshear Elementary School","Teachers","Total",57,0.7,1
"2017-18","Pierce County","Midway Elementary School","Teachers","Total",36.5,0.1,0
"2017-18","Pierce County","Patterson Elementary School","Teachers","Total",31.5,0.8,3
"2017-18","Pierce County","Pierce County High School","Teachers","Total",66.2,6.8,10
"2017-18","Pierce County","Pierce County Middle School","Teachers","Total",61.8,2.5,4
"2017-18","Pierce County","Pierce County- All Schools","Teachers","Total",251.7,10.9,4
"2017-18","Pike County","Pike County Elementary School","Teachers","Low Poverty",48,3.9,8
"2017-18","Pike County","Pike County Elementary School","Teachers","Total",48,3.9,8
"2017-18","Pike County","Pike County High School","Teachers","Low Poverty",88.4,21.2,24
"2017-18","Pike County","Pike County High School","Teachers","Total",88.4,21.2,24
"2017-18","Pike County","Pike County Middle School","Teachers","Low Poverty",55.6,6.4,11
"2017-18","Pike County","Pike County Middle School","Teachers","Total",55.6,6.4,11
"2017-18","Pike County","Pike County Primary School","Teachers","Total",47,1,2
"2017-18","Pike County","Pike County- All Schools","Teachers","Low Poverty",182,28.5,16
"2017-18","Pike County","Pike County- All Schools","Teachers","Total",229,29.5,13
"2017-18","Polk County","Cedartown High School","Teachers","Total",87.5,16,18
"2017-18","Polk County","Cedartown Middle School","Teachers","Total",73.7,9.2,12
"2017-18","Polk County","Cherokee Elementary School","Teachers","Total",56.5,1,2
"2017-18","Polk County","Eastside Elementary School","Teachers","Total",58.2,1.5,3
"2017-18","Polk County","Harpst Academy","Teachers","High Poverty",9.5,2.9,31
