"DETAIL_LVL_DESC","INSTN_NUMBER","SCHOOL_DSTRCT_CD","LONG_SCHOOL_YEAR","INSTN_NAME","SCHOOL_DSTRCT_NM","GRADES_SERVED_DESC","ENROLL_PERCENT_ASIAN","ENROLL_PERCENT_NATIVE","ENROLL_PERCENT_BLACK","ENROLL_PERCENT_HISPANIC","ENROLL_PERCENT_MULTIRACIAL","ENROLL_PERCENT_WHITE","ENROLL_PERCENT_MIGRANT","ENROLL_PERCENT_ED","ENROLL_PERCENT_SWD","ENROLL_PERCENT_LEP","ENROLL_COUNT_REMEDIAL_GR_6_8","ENROLL_PCT_REMEDIAL_GR_6_8","ENROLL_COUNT_EIP_K_5","ENROLL_PERCENT_EIP_K_5","ENROLL_COUNT_REMEDIAL_GR_9_12","ENROLL_PCT_REMEDIAL_GR_9_12","ENROLL_COUNT_SPECIAL_ED_K12","ENROLL_PCT_SPECIAL_ED_K12","ENROLL_COUNT_ESOL","ENROLL_PCT_ESOL","ENROLL_COUNT_SPECIAL_ED_PK","ENROLL_PCT_SPECIAL_ED_PK","ENROLL_COUNT_VOCATION_9_12","ENROLL_PCT_VOCATION_9_12","ENROLL_COUNT_ALT_PROGRAMS","ENROLL_PCT_ALT_PROGRAMS","ENROLL_COUNT_GIFTED","ENROLL_PCT_GIFTED"
"School","0173","737","2014-15","G. O. Bailey Primary School","Tift County","PK,KK,01,02,03",0,0,29,39,2,29,6,95,7.8,34,,,109,24.4,,,35,7.8,137,30.7,64,20.5,,,0,0,32,7.2
"School","0199","737","2014-15","Tift County High School","Tift County","08,09,10,11,12",2,0,32,15,3,48,1,95,9.3,2,,,,,315,20.1,145,9.3,11,0.7,0,0,847,54.1,115,7.3,239,15.3
"School","0299","737","2014-15","Eighth Street Middle School","Tift County","07,08",1,0,34,18,2,45,2,95,11.1,4,330,28.1,,,,,131,11.1,38,3.2,0,0,,,24,2,198,16.9
"School","1052","737","2014-15","J. T. Reddick School","Tift County","06",1,0,33,21,2,43,2,95,13.9,7,40,7.4,,,,,75,13.9,19,3.5,0,0,,,2,0.4,90,16.7
"School","2050","737","2014-15","Len Lastinger Primary School","Tift County","KK,01,02,03",3,0,37,14,3,43,1,95,11.2,12,,,137,26.6,,,58,11.2,54,10.5,0,0,,,0,0,46,8.9
"School","3050","737","2014-15","Northside Primary School","Tift County","KK,01,02,03",1,0,56,8,2,32,0,95,10.1,7,,,111,21.9,,,51,10.1,30,5.9,0,0,,,0,0,32,6.3
"School","3052","737","2014-15","Northeast Campus, Tift County High School","Tift County","07,08,09",1,0,35,16,2,46,1,95,12.2,5,,,,,152,24.3,76,12.2,25,4,0,0,320,51.2,45,7.2,112,17.9
"School","4050","737","2014-15","Omega Elementary School","Tift County","PK,KK,01,02,03,04,05",0,0,10,49,1,40,11,95,8.8,41,,,94,25.1,,,33,8.8,113,30.2,1,4.5,,,0,0,36,9.6
"School","4052","737","2014-15","Matt Wilson Elementary School","Tift County","04,05",1,0,36,10,1,52,0,95,10.6,5,,,101,20.5,,,52,10.6,0,0,0,0,,,0,0,87,17.7
"School","5050","737","2014-15","Charles Spencer Elementary School","Tift County","04,05",1,0,40,24,2,33,2,95,12.7,18,,,121,23.2,,,66,12.7,55,10.6,0,0,,,0,0,57,10.9
"District","ALL","737","2014-15","All Column Values","Tift County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,35,19,2,43,2,95,10.6,10,370,21.6,879,23.7,467,21.3,810,10.6,567,7.5,65,19.5,1167,53.3,186,2.4,986,13
"School","0103","738","2014-15","Toombs County Middle School","Toombs County","06,07,08",0,0,17,26,2,54,8,100,13.8,6,153,23.5,,,,,90,13.8,26,4,0,0,,,16,2.5,66,10.1
"School","0104","738","2014-15","Lyons Primary School","Toombs County","PK,KK,01,02",0,0,23,30,7,40,12,100,17.6,24,,,121,25.1,,,85,17.6,98,20.3,22,15.3,,,0,0,13,2.7
"School","0192","738","2014-15","Toombs County High School","Toombs County","09,10,11,12",0,1,18,22,3,56,9,100,10.9,4,,,,,0,0,89,10.9,22,2.7,0,0,626,76.4,20,2.4,64,7.8
"School","0204","738","2014-15","Lyons Upper Elementary","Toombs County","03,04,05",0,0,25,27,4,43,12,100,17.2,11,,,102,21.7,,,81,17.2,28,6,0,0,,,7,1.5,44,9.4
"School","4050","738","2014-15","Toombs Central Elementary School","Toombs County","PK,KK,01,02,03,04,05",0,0,5,21,1,72,5,100,9.5,12,,,103,24.5,,,40,9.5,39,9.3,5,10.4,,,0,0,23,5.5
"District","ALL","738","2014-15","All Column Values","Toombs County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",0,0,18,25,3,53,9,100,13.5,10,153,23.5,326,23.7,0,0,385,13.5,213,7.5,27,14.1,626,76.4,43,1.5,209,7.3
"School","0103","739","2014-15","Towns County Elementary School","Towns County","PK,KK,01,02,03,04,05",0,1,0,7,2,90,0,59,11.9,3,,,165,37.7,,,52,11.9,6,1.4,8,12.9,,,2,0.5,11,2.5
"School","0104","739","2014-15","Towns County Middle School","Towns County","06,07,08",1,0,0,2,2,95,0,54,12.7,0,16,6.5,,,,,31,12.7,0,0,0,0,,,1,0.4,16,6.5
"School","0204","739","2014-15","Towns County High School","Towns County","09,10,11,12",0,0,0,1,1,98,0,50,9.7,0,,,,,44,13,33,9.7,0,0,0,0,292,86.1,2,0.6,16,4.7
"District","ALL","739","2014-15","All Column Values","Towns County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",0,0,0,4,1,94,0,55,11.4,1,16,6.5,165,37.7,44,13,116,11.4,6,0.6,8,12.9,292,86.1,5,0.5,43,4.2
"School","0113","740","2014-15","Treutlen Elementary School","Treutlen County","PK,KK,01,02,03,04,05",1,0,39,3,4,54,0,100,10.5,1,,,91,16.1,,,59,10.5,1,0.2,6,8.8,,,0,0,1,0.2
"School","0213","740","2014-15","Treutlen Middle/High School","Treutlen County","06,07,08,09,10,11,12",0,0,41,1,2,56,0,100,9.8,0,0,0,,,61,19.4,56,9.8,0,0,0,0,262,83.2,10,1.8,23,4
"District","ALL","740","2014-15","All Column Values","Treutlen County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",0,0,40,2,3,55,0,100,10.1,0,0,0,91,16.1,61,19.4,115,10.1,1,0.1,6,8.8,262,83.2,10,0.9,24,2.1
"School","0109","741","2014-15","Callaway Elementary School","Troup County","PK,KK,01,02,03,04,05",5,0,42,6,5,42,0,70,7.8,7,,,151,20.2,,,58,7.8,35,4.7,4,5.8,,,0,0,50,6.7
"School","0187","741","2014-15","West Point Elementary School","Troup County","PK,KK,01,02,03,04,05",0,0,65,3,5,27,0,82,10.1,1,,,113,30.1,,,38,10.1,1,0.3,5,10.2,,,0,0,40,10.7
"School","0189","741","2014-15","Long Cane Elementary School","Troup County","PK,KK,01,02,03,04,05",1,1,13,3,6,76,0,55,7.3,2,,,166,31,,,39,7.3,6,1.1,3,7.1,,,0,0,43,8
"School","0191","741","2014-15","Gardner-Newman Middle School","Troup County","06,07,08",3,0,44,5,4,44,0,61,10.3,3,117,11.8,,,,,102,10.3,17,1.7,0,0,,,11,1.1,194,19.5
"School","0194","741","2014-15","Hollis Hand Elementary School","Troup County","PK,KK,01,02,03,04,05",3,1,22,11,3,60,0,44,9.1,12,,,162,29.4,,,50,9.1,53,9.6,16,44.4,,,0,0,89,16.2
"School","0201","741","2014-15","Callaway High School","Troup County","09,10,11,12",3,0,44,3,3,46,0,65,6,2,,,,,4,0.5,49,6,10,1.2,0,0,661,80.7,14,1.7,91,11.1
"School","0204","741","2014-15","Callaway Middle School","Troup County","06,07,08",3,0,48,3,4,43,0,75,8.8,2,68,10,,,,,60,8.8,8,1.2,0,0,,,12,1.8,85,12.5
"School","0205","741","2014-15","Franklin Forest Elementary","Troup County","PK,KK,01,02,03,04,05",4,0,53,5,4,34,0,77,7.9,7,,,329,50.2,,,52,7.9,28,4.3,3,6.5,,,0,0,77,11.7
"School","0207","741","2014-15","Bradfield Center - Ault Academy","Troup County","07,08,09,10,11,12",2,0,43,2,2,50,0,100,38.6,0,14,100,,,9,30,17,38.6,0,0,0,0,7,23.3,0,0,,
"School","0297","741","2014-15","Long Cane Middle School","Troup County","06,07,08",1,0,34,3,5,57,0,62,9.4,1,87,8.4,,,,,97,9.4,1,0.1,0,0,,,15,1.5,181,17.6
"School","0387","741","2014-15","Troup County High School","Troup County","09,10,11,12",1,0,34,3,4,58,0,52,8.5,1,,,,,36,2.7,112,8.5,7,0.5,0,0,1054,80.3,25,1.9,183,13.9
"School","0397","741","2014-15","Hogansville Elementary School","Troup County","PK,KK,01,02,03,04,05",1,0,32,4,5,59,0,82,8.3,2,,,161,35.9,,,37,8.3,8,1.8,4,8.7,,,0,0,13,2.9
"School","0497","741","2014-15","Whitesville Road Elementary School","Troup County","PK,KK,01,02,03,04,05",1,0,74,7,4,15,0,91,9.4,5,,,234,39.9,,,55,9.4,26,4.4,7,9.9,,,0,0,10,1.7
"School","0597","741","2014-15","Ethel Kight Magnet Elementary School","Troup County","PK,KK,01,02,03,04,05",2,0,62,9,5,21,0,83,8,9,,,269,42.2,,,51,8,44,6.9,2,4.4,,,0,0,20,3.1
"School","1052","741","2014-15","LaGrange High School","Troup County","09,10,11,12",3,0,43,4,3,47,0,48,6.6,2,,,,,32,2.4,87,6.6,14,1.1,0,0,914,68.8,17,1.3,264,19.9
"School","3050","741","2014-15","Hillcrest Elementary School","Troup County","PK,KK,01,02,03,04,05",4,1,20,5,5,66,0,54,7.5,3,,,146,39.2,,,28,7.5,9,2.4,3,6.7,,,0,0,49,13.2
"School","4050","741","2014-15","Mountville Elementary School","Troup County","PK,KK,01,02,03,04,05",1,0,57,2,2,38,0,77,4.9,2,,,95,42.4,,,11,4.9,3,1.3,2,8.7,,,0,0,31,13.8
"School","5050","741","2014-15","Rosemont Elementary School","Troup County","PK,KK,01,02,03,04,05",2,0,9,3,3,83,0,48,9.9,1,,,223,39.5,,,56,9.9,5,0.9,1,2.2,,,0,0,56,9.9
"School","5052","741","2014-15","Berta Weathersbee Elementary School","Troup County","PK,KK,01,02,03,04,05",0,0,84,3,3,10,0,95,3.8,1,,,109,45.4,,,9,3.8,0,0,0,0,,,0,0,17,7.1
"District","ALL","741","2014-15","All Column Values","Troup County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",2,0,41,5,4,48,0,65,8.3,3,286,10.5,2158,36.4,81,2.3,1008,8.3,275,2.3,50,9.3,2636,75.5,94,0.8,1489,12.3
"School","0190","742","2014-15","Turner County Middle School","Turner County","06,07,08",2,0,56,6,1,34,0,96,14,4,53,18.1,,,,,41,14,0,0,0,0,,,0,0,44,15
"School","0196","742","2014-15","Turner County Elementary School","Turner County","KK,01,02,03,04,05",0,0,59,7,3,31,1,96,13.7,4,,,149,23.7,,,86,13.7,0,0,0,0,,,0,0,64,10.2
"School","1050","742","2014-15","Turner County Specialty School","Turner County","PK,07,08,09,10,11,12",0,0,65,0,2,33,0,96,21.2,0,0,0,,,0,0,11,21.2,0,0,21,22.8,17,40.5,0,0,,
"School","3050","742","2014-15","Turner County High School","Turner County","09,10,11,12",1,0,58,4,1,36,1,96,14.5,1,,,,,25,6.8,53,14.5,0,0,0,0,226,61.7,0,0,46,12.6
"District","ALL","742","2014-15","All Column Values","Turner County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,58,6,2,33,1,96,14.3,3,53,17.5,149,23.7,25,6.1,191,14.3,0,0,21,22.8,243,59.6,0,0,154,11.5
"School","0107","743","2014-15","Jeffersonville Elementary","Twiggs County","PK,KK,01,02,03,04,05",1,0,60,1,2,36,0,94,10.7,1,,,107,27.2,,,42,10.7,0,0,0,0,,,0,0,,
"School","0114","743","2014-15","Jeffersonville School","Twiggs County","07,08,09,10,11,12",0,0,56,0,11,33,0,89,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,
"School","0201","743","2014-15","Twiggs County High School","Twiggs County","09,10,11,12",0,0,69,1,2,28,0,94,13.8,0,,,,,0,0,37,13.8,0,0,0,0,161,60.1,7,2.6,,
"School","0207","743","2014-15","Twiggs Middle School","Twiggs County","06,07,08",0,0,59,1,3,37,0,94,16.3,0,0,0,,,,,34,16.3,0,0,0,0,,,0,0,,
"District","ALL","743","2014-15","All Column Values","Twiggs County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",0,0,63,1,3,34,0,94,12.9,0,0,0,107,27.2,0,0,113,12.9,0,0,0,0,161,58.5,7,0.8,,
"School","0101","744","2014-15","Union County High School","Union County","09,10,11,12",1,0,0,3,1,94,0,51,13.5,1,,,,,173,21.6,108,13.5,5,0.6,0,0,490,61.2,10,1.2,78,9.7
"School","0103","744","2014-15","Union County Elementary School","Union County","03,04,05",0,0,0,4,4,92,0,65,15.1,2,,,61,10.2,,,90,15.1,4,0.7,0,0,,,1,0.2,55,9.2
"School","0108","744","2014-15","Union County Middle School","Union County","06,07,08",1,0,0,3,1,94,0,59,16.2,0,30,4.8,,,,,101,16.2,1,0.2,0,0,,,4,0.6,61,9.8
"School","1050","744","2014-15","Union County Primary School","Union County","KK,01,02",0,0,0,5,2,92,1,72,11.1,3,,,137,23.1,,,66,11.1,14,2.4,12,25,,,0,0,39,6.6
"School","3050","744","2014-15","Woody Gap High/Elementary School","Union County","KK,01,02,03,04,05,06,07,08,09,10,11,12",1,3,0,8,4,83,0,72,12.7,0,0,0,11,39.3,0,0,9,12.7,0,0,0,0,13,43.3,1,1.4,1,1.4
"District","ALL","744","2014-15","All Column Values","Union County","KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,0,4,2,93,0,61,13.9,1,30,4.7,209,17.2,173,20.8,374,13.9,24,0.9,12,25,503,60.5,16,0.6,234,8.7
"School","0105","745","2014-15","Upson-Lee South Elementary","Thomaston-Upson County","PK,KK,01,02,03",0,0,36,3,5,56,0,99,13.6,2,,,426,34.6,,,168,13.6,18,1.5,31,19.9,,,0,0,46,3.7
"School","0195","745","2014-15","Upson-Lee High School","Thomaston-Upson County","09,10,11,12",1,0,37,3,2,58,0,74,10.2,0,,,,,203,15.6,133,10.2,2,0.2,0,0,947,72.8,38,2.9,77,5.9
"School","0295","745","2014-15","Upson-Lee North Elementary School","Thomaston-Upson County","04,05",1,0,33,3,5,58,0,75,13,2,,,149,26.2,,,74,13,7,1.2,0,0,,,4,0.7,62,10.9
"School","0395","745","2014-15","Upson-Lee Middle School","Thomaston-Upson County","06,07,08",0,0,34,2,4,60,0,74,12.3,1,442,44.2,,,,,123,12.3,3,0.3,0,0,,,13,1.3,70,7
"District","ALL","745","2014-15","All Column Values","Thomaston-Upson County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,35,3,4,57,0,82,12.1,1,442,44.2,575,31.9,203,15.6,498,12.1,30,0.7,31,19.9,947,72.8,55,1.3,255,6.2
"School","0100","746","2014-15","Rock Spring Elementary School","Walker County","PK,KK,01,02,03,04,05",1,0,2,2,2,93,0,68,16.8,0,,,104,28.1,,,62,16.8,1,0.3,7,15.2,,,0,0,56,15.1
"School","0106","746","2014-15","Chattanooga Valley Middle School","Walker County","06,07,08",1,0,7,2,6,85,0,72,18.2,0,0,0,,,,,90,18.2,0,0,0,0,,,2,0.4,87,17.6
"School","0114","746","2014-15","Saddle Ridge Elementary and Middle School","Walker County","PK,KK,01,02,03,04,05,06,07,08",1,0,2,2,4,91,0,67,11.4,0,0,0,55,23.6,,,60,11.4,2,0.4,3,13,,,2,0.4,79,15
"School","0180","746","2014-15","LaFayette Middle School","Walker County","06,07,08",1,0,5,3,5,86,0,73,20.9,0,114,17.1,,,,,139,20.9,1,0.2,0,0,,,5,0.8,125,18.8
"School","0190","746","2014-15","Ridgeland High School","Walker County","09,10,11,12",0,0,8,3,5,84,0,71,16.4,0,,,,,268,19.9,221,16.4,2,0.1,0,0,716,53.2,95,7.1,105,7.8
"School","0194","746","2014-15","Rossville Elementary School","Walker County","PK,KK,01,02,03,04,05",1,0,12,5,5,76,0,89,17.2,5,,,153,32,,,82,17.2,14,2.9,7,25.9,,,0,0,22,4.6
"School","0195","746","2014-15","Gilbert Elementary School","Walker County","PK,KK,01,02,03,04,05",0,0,2,2,6,89,0,86,13.1,1,,,54,11.8,,,60,13.1,2,0.4,11,21.6,,,0,0,13,2.8
"School","0198","746","2014-15","LaFayette High School","Walker County","09,10,11,12",1,0,5,2,3,89,0,64,16.1,0,,,,,262,21.7,194,16.1,1,0.1,0,0,677,56.1,68,5.6,154,12.8
"School","0199","746","2014-15","Cherokee Ridge Elementary","Walker County","PK,KK,01,02,03,04,05",0,0,4,2,2,92,0,80,14.7,0,,,177,28.8,,,90,14.7,1,0.2,13,39.4,,,0,0,32,5.2
"School","0200","746","2014-15","North LaFayette Elementary School","Walker County","PK,KK,01,02,03,04,05",1,0,4,4,7,84,0,64,11,3,,,117,24.3,,,53,11,9,1.9,0,0,,,0,0,51,10.6
"School","0206","746","2014-15","Rossville Middle School","Walker County","06,07,08",0,0,10,6,4,80,0,85,19.1,1,209,36,,,,,111,19.1,1,0.2,0,0,,,6,1,65,11.2
"School","2052","746","2014-15","Fairyland Elementary School","Walker County","PK,KK,01,02,03,04,05",1,0,0,3,2,94,0,28,5.5,0,,,36,16.6,,,12,5.5,0,0,2,5.1,,,0,0,31,14.3
"School","2056","746","2014-15","Naomi Elementary School","Walker County","PK,KK,01,02,03,04,05",0,0,2,1,3,94,0,82,10.1,1,,,68,18.1,,,38,10.1,1,0.3,1,2.5,,,0,0,28,7.4
"School","4050","746","2014-15","Chattanooga Valley Elementary School","Walker County","PK,KK,01,02,03,04,05",0,0,4,2,7,87,0,68,9.9,1,,,102,19.4,,,52,9.9,4,0.8,8,100,,,0,0,30,5.7
"School","5052","746","2014-15","Stone Creek Elementary School","Walker County","KK,01,02,03,04,05",0,0,7,5,6,82,0,80,13,1,,,94,20.4,,,60,13,5,1.1,2,9.1,,,0,0,31,6.7
"District","ALL","746","2014-15","All Column Values","Walker County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",0,0,6,3,5,86,0,73,15,1,323,15.9,960,22.8,530,20.8,1324,15,44,0.5,54,16.2,1393,54.6,178,2,907,10.3
"School","0101","747","2014-15","Atha Road Elementary School","Walton County","PK,KK,01,02,03,04,05",2,0,26,6,5,61,0,63,8.9,2,,,112,14.2,,,70,8.9,11,1.4,13,24.5,,,0,0,83,10.5
"School","0102","747","2014-15","Youth Middle School","Walton County","06,07,08",1,0,16,4,2,77,0,47,10.3,0,199,19.6,,,,,105,10.3,4,0.4,0,0,,,8,0.8,226,22.2
"School","0105","747","2014-15","Monroe Elementary","Walton County","PK,KK,01,02,03,04,05",5,0,47,5,2,40,0,79,8,8,,,157,25,,,50,8,36,5.7,13,25,,,0,0,57,9.1
"School","0108","747","2014-15","Sharon Elementary School","Walton County","PK,KK,01,02,03,04,05",1,0,4,6,3,86,0,35,7.4,2,,,65,8.7,,,55,7.4,12,1.6,6,12,,,0,0,125,16.8
"School","0111","747","2014-15","Walnut Grove High School","Walton County","09,10,11,12",1,0,15,4,2,78,0,39,7.8,0,,,,,136,9.7,109,7.8,5,0.4,0,0,848,60.4,27,1.9,258,18.4
"School","0112","747","2014-15","Harmony Elementary School","Walton County","PK,KK,01,02,03,04,05",1,0,46,3,3,45,0,82,8.1,2,,,121,16.1,,,61,8.1,10,1.3,7,14,,,0,0,36,4.8
"School","0176","747","2014-15","Bay Creek Elementary School","Walton County","PK,KK,01,02,03,04,05",1,0,8,13,3,74,0,41,8.6,7,,,94,11.4,,,71,8.6,46,5.6,7,14.6,,,0,0,106,12.9
"School","0191","747","2014-15","Loganville Elementary School","Walton County","PK,KK,01,02,03,04,05",3,1,33,8,3,52,0,60,8.3,5,,,95,17.1,,,46,8.3,23,4.2,7,13.7,,,0,0,77,13.9
"School","0193","747","2014-15","Carver Middle School","Walton County","06,07,08",3,0,38,3,2,53,0,67,13.4,2,180,18.9,,,,,128,13.4,16,1.7,0,0,,,21,2.2,140,14.7
"School","0195","747","2014-15","Walnut Grove Elementary School","Walton County","PK,KK,01,02,03,04,05",0,0,4,6,2,88,0,47,12,1,,,66,11.8,,,67,12,6,1.1,8,16.7,,,0,0,80,14.4
"School","0199","747","2014-15","Loganville High School","Walton County","09,10,11,12",2,1,17,6,3,72,0,35,8.1,1,,,,,290,19.8,119,8.1,11,0.8,0,0,747,51,24,1.6,272,18.6
"School","0202","747","2014-15","Youth Elementary School","Walton County","PK,KK,01,02,03,04,05",1,0,7,6,2,84,0,38,7.6,1,,,58,8.2,,,54,7.6,8,1.1,3,6.5,,,0,0,160,22.5
"School","0205","747","2014-15","Monroe Area High School","Walton County","09,10,11,12",3,0,34,4,3,56,0,60,9.9,1,,,,,213,19.3,109,9.9,6,0.5,0,0,533,48.3,25,2.3,133,12
"School","0291","747","2014-15","Loganville Middle School","Walton County","06,07,08",2,1,15,8,3,72,0,41,8.8,1,110,9.5,,,,,102,8.8,6,0.5,0,0,,,8,0.7,226,19.5
"School","2052","747","2014-15","Walker Park Elementary School","Walton County","PK,KK,01,02,03,04,05",2,0,19,7,4,68,0,48,7.1,4,,,133,18.4,,,51,7.1,23,3.2,14,24.6,,,0,0,109,15.1
"District","ALL","747","2014-15","All Column Values","Walton County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",2,0,21,6,3,68,0,50,8.9,2,489,15.6,901,14.3,639,16.1,1197,8.9,223,1.7,78,17.1,2128,53.5,113,0.8,2086,15.6
"School","0195","748","2014-15","Ware County High School","Ware County","09,10,11,12",1,0,36,5,3,55,0,90,14.1,2,,,,,40,2.6,216,14.1,10,0.7,0,0,886,57.6,16,1,203,13.2
"School","0196","748","2014-15","Williams Heights Elementary School","Ware County","KK,01,02,03,04,05",2,0,40,4,6,48,0,90,8.9,3,,,140,27.2,,,46,8.9,9,1.8,0,0,,,0,0,101,19.6
"School","0295","748","2014-15","Waycross Middle School","Ware County","06,07,08",1,0,47,6,4,42,0,90,19.6,1,0,0,,,,,103,19.6,3,0.6,0,0,,,13,2.5,76,14.4
"School","0296","748","2014-15","Center Elementary School","Ware County","KK,01,02,03,04,05",1,0,50,5,6,38,0,90,12.7,1,,,118,23.8,,,63,12.7,9,1.8,0,0,,,0,0,66,13.3
"School","0395","748","2014-15","Ware County Middle School","Ware County","06,07,08",0,0,28,8,4,60,1,90,15.8,2,33,4.5,,,,,115,15.8,9,1.2,0,0,,,10,1.4,117,16.1
"School","0396","748","2014-15","Ruskin Elementary School","Ware County","KK,01,02,03,04,05",0,0,36,12,7,46,2,90,11.3,7,,,161,35.6,,,51,11.3,21,4.6,0,0,,,0,0,21,4.6
"School","3050","748","2014-15","Memorial Drive Elementary School","Ware County","KK,01,02,03,04,05",2,0,37,4,5,53,0,90,15.5,2,,,75,20.1,,,58,15.5,6,1.6,0,0,,,0,0,42,11.3
"School","3052","748","2014-15","Waresboro Elementary School","Ware County","KK,01,02,03,04,05",0,0,29,10,5,56,1,90,13.3,6,,,146,33,,,59,13.3,21,4.7,0,0,,,0,0,34,7.7
"School","5050","748","2014-15","Wacona Elementary School","Ware County","PK,KK,01,02,03,04,05",0,0,28,4,4,64,0,90,15.7,2,,,160,23,,,109,15.7,10,1.4,43,12.3,,,0,0,59,8.5
"District","ALL","748","2014-15","All Column Values","Ware County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,36,6,4,53,0,90,14.2,3,33,2.6,800,26.9,40,2.6,820,14.2,98,1.7,43,12.3,886,57.6,39,0.7,717,12.4
"School","0105","749","2014-15","Warren County Middle School","Warren County","06,07,08",2,0,90,1,2,5,0,100,11.3,1,51,36.2,,,,,16,11.3,1,0.7,0,0,,,2,1.4,3,2.1
"School","0205","749","2014-15","Warren County High School","Warren County","09,10,11,12",1,0,95,1,0,3,0,100,7,0,,,,,43,30.1,10,7,0,0,0,0,63,44.1,1,0.7,,
"School","3050","749","2014-15","Freeman Elementary School","Warren County","PK,KK,01,02,03,04,05",0,0,88,1,5,7,0,100,11.1,0,,,0,0,,,39,11.1,0,0,9,31,,,0,0,5,1.4
"District","ALL","749","2014-15","All Column Values","Warren County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,90,1,3,6,0,100,10.2,0,51,36.2,0,0,43,30.1,65,10.2,1,0.2,9,31,63,44.1,3,0.5,8,1.3
"School","0199","750","2014-15","T. J. Elder Middle School","Washington County","06,07,08",0,0,66,1,3,29,0,72,11.7,1,0,0,,,,,76,11.7,0,0,0,0,,,32,4.9,87,13.4
"School","1052","750","2014-15","Washington County High School","Washington County","09,10,11,12",1,0,66,1,2,30,0,72,6.3,1,,,,,106,12.5,54,6.3,4,0.5,0,0,537,63.1,46,5.4,74,8.7
"School","2050","750","2014-15","Ridge Road Primary School","Washington County","PK,KK,01,02",0,0,67,1,3,28,0,93,11.5,1,,,0,0,,,92,11.5,0,0,16,19.8,,,0,0,13,1.6
"School","4050","750","2014-15","Ridge Road Elementary School","Washington County","03,04,05",0,0,62,2,4,32,0,93,12.9,1,,,0,0,,,95,12.9,0,0,0,0,,,0,0,40,5.4
"District","ALL","750","2014-15","All Column Values","Washington County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",0,0,65,1,3,30,0,82,10.4,1,0,0,0,0,106,12.5,317,10.4,4,0.1,16,19.8,537,63.1,78,2.6,214,7
"School","0101","751","2014-15","Wayne County High School","Wayne County","09,10,11,12",1,0,19,7,3,70,1,58,10.3,2,,,,,279,19.9,145,10.3,9,0.6,0,0,837,59.7,65,4.6,98,7
"School","0194","751","2014-15","Martha Puckett Middle School","Wayne County","06,07,08",1,0,22,8,3,65,1,67,10.5,4,136,23,,,,,62,10.5,11,1.9,0,0,,,15,2.5,42,7.1
"School","0294","751","2014-15","Arthur Williams Middle School","Wayne County","06,07,08",1,1,22,6,4,66,0,68,14.6,0,138,22.1,,,,,91,14.6,0,0,0,0,,,13,2.1,43,6.9
"School","0394","751","2014-15","Martha Rawls Smith Elementary School","Wayne County","PK,KK,01,02,03,04,05",1,0,32,10,6,50,1,82,13.8,5,,,153,30.2,,,70,13.8,23,4.5,3,4.5,,,2,0.4,13,2.6
"School","0494","751","2014-15","Bacon Elementary School","Wayne County","PK,KK,01,02,03,04,05",0,0,25,12,4,59,1,75,14.2,6,,,136,19.5,,,99,14.2,28,4,3,3.4,,,1,0.1,17,2.4
"School","1050","751","2014-15","Jesup Elementary School","Wayne County","PK,KK,01,02,03,04,05",1,1,33,6,5,55,0,75,15,1,,,195,26.4,,,111,15,0,0,34,37,,,0,0,11,1.5
"School","1052","751","2014-15","Screven Elementary School","Wayne County","PK,KK,01,02,03,04,05",0,0,10,10,4,76,0,70,11.4,5,,,64,29.1,,,25,11.4,7,3.2,0,0,,,0,0,8,3.6
"School","3050","751","2014-15","Odum Elementary School","Wayne County","PK,KK,01,02,03,04,05",1,0,3,5,4,87,1,57,9.9,4,,,51,13,,,39,9.9,11,2.8,2,4.3,,,0,0,26,6.6
"District","ALL","751","2014-15","All Column Values","Wayne County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,22,8,4,65,1,68,12.4,3,274,22.6,599,23.4,279,19.9,642,12.4,89,1.7,42,13.4,837,59.7,96,1.9,257,5
"School","0104","752","2014-15","Webster County Elementary/Middle School","Webster County","PK,KK,01,02,03,04,05,06,07,08",0,0,44,7,3,45,1,75,9.2,2,0,0,16,8.5,,,27,9.2,0,0,0,0,,,2,0.7,4,1.4
"School","0108","752","2014-15","Webster County High School","Webster County","09,10,11,12",0,0,48,3,4,45,0,75,5.6,0,,,,,0,0,6,5.6,0,0,0,0,91,84.3,2,1.9,6,5.6
