"SysSchoolID","SchoolName","Number Tested All Students","Below Target All Students","On Target All Students","Exceeds Target All Students","Number Tested Economically Disadvantaged","Below Target Economically Disadvantaged","On Target Economically Disadvantaged","Exceeds Target Economically Disadvantaged","Number Tested Migrant","Below Target Migrant","On Target Migrant","Exceeds Target Migrant","Number Tested Not Economically Disadv.","Below Target Not Economically Disadv.","On Target Not Economically Disadv.","Exceeds Target Not Economically Disadv.","Number Tested Asian","Below Target Asian","On Target Asian","Exceeds Target Asian","Number Tested Black","Below Target Black","On Target Black","Exceeds Target Black","Number Tested Female","Below Target Female","On Target Female","Exceeds Target Female","Number Tested Hispanic","Below Target Hispanic","On Target Hispanic","Exceeds Target Hispanic","Number Tested Limited English Proficient","Below Target Limited English Proficient","On Target Limited English Proficient","Exceeds Target Limited English Proficient","Number Tested Male","Below Target Male","On Target Male","Exceeds Target Male","Number Tested Native Amer/Alaskan Native","Below Target Native Amer/Alaskan Native","On Target Native Amer/Alaskan Native","Exceeds Target Native Amer/Alaskan Native","Number Tested Students without Disabilities","Below Target Students without Disabilities","On Target Students without Disabilities","Exceeds Target Students without Disabilities","Number Tested Students with Disabilities","Below Target Students with Disabilities","On Target Students with Disabilities","Exceeds Target Students with Disabilities","Number Tested Multiracial","Below Target Multiracial","On Target Multiracial","Exceeds Target Multiracial","Number Tested White","Below Target White","On Target White","Exceeds Target White"
"731:102","Taliaferro County School","25","56","44","0","25","56","44","0","","","","","","","","","","","","","22","59","41","0","12","42","58","0","","","","","","","","","13","69","31","0","","","","","21","52","48","0","4","","","","","","","","3","","",""
"731:ALL","Taliaferro County","25","56","44","0","25","56","44","0","","","","","","","","","","","","","22","59","41","0","12","42","58","0","","","","","","","","","13","69","31","0","","","","","21","52","48","0","4","","","","","","","","3","","",""
"732:101","Reidsville Middle School","92","22","75","3","65","26","71","3","11","27","73","0","27","11","85","4","1","","","","38","24","74","3","41","22","71","7","12","25","75","0","6","","","","51","22","78","0","","","","","81","14","83","4","11","82","18","0","2","","","","39","21","77","3"
"732:201","Glennville Middle School","108","23","74","3","80","30","68","3","7","","","","28","4","93","4","1","","","","40","38","60","3","54","17","80","4","8","","","","4","","","","54","30","69","2","","","","","96","19","78","3","12","58","42","0","","","","","59","10","86","3"
"732:401","Collins Middle School","49","27","71","2","35","29","69","3","4","","","","14","21","79","0","","","","","8","","","","24","21","75","4","4","","","","","","","","25","32","68","0","","","","","41","12","85","2","8","","","","1","","","","36","25","72","3"
"732:ALL","Tattnall County","249","23","74","3","180","28","69","3","22","32","68","0","69","10","87","3","2","","","","86","30","67","2","119","19","76","5","24","38","63","0","10","","","","130","27","72","1","","","","","218","16","81","3","31","77","23","0","3","","","","134","17","80","3"
"733:101","Taylor County Middle School","137","28","66","6","76","36","58","7","","","","","61","18","77","5","","","","","71","38","59","3","62","23","68","10","2","","","","","","","","75","32","65","3","","","","","128","23","70","6","9","","","","","","","","64","14","77","9"
"733:ALL","Taylor County","137","28","66","6","76","36","58","7","","","","","61","18","77","5","","","","","71","38","59","3","62","23","68","10","2","","","","","","","","75","32","65","3","","","","","128","23","70","6","9","","","","","","","","64","14","77","9"
"734:101","Telfair County Middle School","127","13","67","20","127","13","67","20","","","","","","","","","1","","","","54","15","80","6","67","6","78","16","2","","","","1","","","","60","22","55","23","","","","","103","2","74","24","24","63","38","0","","","","","70","11","57","31"
"734:ALL","Telfair County","127","13","67","20","127","13","67","20","","","","","","","","","1","","","","54","15","80","6","67","6","78","16","2","","","","1","","","","60","22","55","23","","","","","103","2","74","24","24","63","38","0","","","","","70","11","57","31"
"735:4050","Terrell County Middle/High School","143","24","73","3","143","24","73","3","","","","","","","","","","","","","138","25","72","4","76","14","82","4","","","","","","","","","67","34","63","3","","","","","122","16","80","4","21","71","29","0","1","","","","4","","",""
"735:ALL","Terrell County","143","24","73","3","143","24","73","3","","","","","","","","","","","","","138","25","72","4","76","14","82","4","","","","","","","","","67","34","63","3","","","","","122","16","80","4","21","71","29","0","1","","","","4","","",""
"736:291","Central Middle School","450","24","70","6","235","35","63","2","5","","","","215","12","79","9","2","","","","150","41","57","1","237","19","74","8","6","","","","1","","","","213","30","67","3","","","","","395","19","75","6","55","58","40","2","","","","","292","15","77","8"
"736:ALL","Thomas County","450","24","70","6","235","35","63","2","5","","","","215","12","79","9","2","","","","150","41","57","1","237","19","74","8","6","","","","1","","","","213","30","67","3","","","","","395","19","75","6","55","58","40","2","","","","","292","15","77","8"
"737:299","Eighth Street Middle School","568","18","73","9","288","28","70","2","20","25","70","5","280","8","76","16","3","","","","208","26","71","2","286","10","79","11","40","23","75","3","30","23","73","3","282","25","67","8","1","","","","499","12","78","10","69","62","35","3","3","","","","313","12","73","15"
"737:ALL","Tift County","568","18","73","9","288","28","70","2","20","25","70","5","280","8","76","16","3","","","","208","26","71","2","286","10","79","11","40","23","75","3","30","23","73","3","282","25","67","8","1","","","","499","12","78","10","69","62","35","3","3","","","","313","12","73","15"
"738:103","Toombs County Middle School","227","28","67","6","159","33","63","4","27","48","52","0","68","15","75","10","1","","","","49","35","59","6","115","17","72","11","32","53","47","0","15","67","33","0","112","39","61","0","","","","","197","20","73","7","30","77","23","0","2","","","","143","20","73","7"
"738:ALL","Toombs County","227","28","67","6","159","33","63","4","27","48","52","0","68","15","75","10","1","","","","49","35","59","6","115","17","72","11","32","53","47","0","15","67","33","0","112","39","61","0","","","","","197","20","73","7","30","77","23","0","2","","","","143","20","73","7"
"739:104","Towns County Middle School","85","6","84","11","","","","","","","","","85","6","84","11","1","","","","","","","","46","2","91","7","","","","","","","","","39","10","74","15","","","","","71","4","83","13","14","14","86","0","1","","","","83","6","83","11"
"739:ALL","Towns County","85","6","84","11","","","","","","","","","85","6","84","11","1","","","","","","","","46","2","91","7","","","","","","","","","39","10","74","15","","","","","71","4","83","13","14","14","86","0","1","","","","83","6","83","11"
"740:3050","Treutlen Middle/High School","84","45","49","6","58","59","40","2","","","","","26","15","69","15","1","","","","35","60","37","3","43","33","58","9","1","","","","","","","","41","59","39","2","","","","","71","35","58","7","13","100","0","0","","","","","47","34","57","9"
"740:ALL","Treutlen County","84","45","49","6","58","59","40","2","","","","","26","15","69","15","1","","","","35","60","37","3","43","33","58","9","1","","","","","","","","41","59","39","2","","","","","71","35","58","7","13","100","0","0","","","","","47","34","57","9"
"741:101","Callaway Middle School","225","37","61","2","127","46","53","1","","","","","98","24","72","3","2","","","","93","47","53","0","103","28","72","0","3","","","","1","","","","122","44","52","3","1","","","","193","30","69","2","32","81","16","3","1","","","","125","30","67","3"
"741:191","Gardner-Newman Middle School","291","28","70","2","177","36","63","1","","","","","114","15","81","4","1","","","","144","41","58","1","128","20","77","3","2","","","","","","","","163","34","64","1","","","","","249","20","78","2","42","74","26","0","5","","","","139","15","81","4"
"741:297","Long Cane Middle School","339","32","64","4","193","45","54","1","","","","","146","15","77","8","1","","","","138","48","51","1","170","23","71","6","2","","","","2","","","","169","41","57","2","","","","","299","26","70","4","40","80","20","0","2","","","","196","21","73","6"
"741:697","West Side Magnet School","76","7","67","26","22","23","73","5","","","","","54","0","65","35","1","","","","25","16","72","12","54","2","65","33","1","","","","","","","","22","18","73","9","","","","","73","5","67","27","3","","","","3","","","","46","0","67","33"
"741:ALL","Troup County","931","30","66","5","519","41","58","1","","","","","412","15","75","9","5","","","","400","43","56","1","455","21","72","7","8","","","","3","","","","476","39","59","2","1","","","","814","23","72","5","117","77","22","1","11","36","55","9","506","20","74","7"
"742:1050","Turner County Specialty School","7","","","","7","","","","","","","","","","","","","","","","6","","","","2","","","","","","","","","","","","5","","","","","","","","6","","","","1","","","","","","","","1","","",""
"742:190","Turner County Middle School","156","24","73","3","100","28","68","4","","","","","56","16","82","2","2","","","","85","35","61","4","70","23","70","7","1","","","","","","","","86","24","76","0","","","","","130","18","78","4","26","54","46","0","","","","","68","10","87","3"
"742:ALL","Turner County","163","24","73","3","107","28","68","4","","","","","56","16","82","2","2","","","","91","35","62","3","72","24","69","7","1","","","","","","","","91","24","76","0","","","","","136","18","79","4","27","56","44","0","","","","","69","10","87","3"
"743:403","Twiggs County Middle School","118","37","61","2","118","37","61","2","","","","","","","","","","","","","68","41","57","1","50","28","68","4","","","","","","","","","68","44","56","0","","","","","91","24","74","2","27","81","19","0","","","","","50","32","66","2"
"743:ALL","Twiggs County","118","37","61","2","118","37","61","2","","","","","","","","","","","","","68","41","57","1","50","28","68","4","","","","","","","","","68","44","56","0","","","","","91","24","74","2","27","81","19","0","","","","","50","32","66","2"
"744:182","Union County Middle School","219","18","73","9","108","24","69","7","","","","","111","12","77","11","1","","","","","","","","103","13","75","13","4","","","","1","","","","116","22","72","6","2","","","","169","8","80","12","50","52","48","0","1","","","","211","18","73","9"
"744:3050","Woody Gap High/Elementary School","10","","","","5","","","","","","","","5","","","","","","","","","","","","5","","","","","","","","","","","","5","","","","","","","","8","","","","2","","","","","","","","10","","",""
"744:ALL","Union County","229","18","72","10","113","24","69","7","","","","","116","12","76","12","1","","","","","","","","108","12","74","14","4","","","","1","","","","121","23","71","6","2","","","","177","8","80","12","52","52","48","0","1","","","","221","18","72","10"
"745:395","Upson-Lee Middle School","385","14","74","13","211","18","76","6","","","","","174","8","71","21","2","","","","143","22","70","8","204","8","74","18","1","","","","","","","","181","19","73","8","","","","","326","7","78","15","59","51","49","0","1","","","","238","8","76","16"
"745:ALL","Thomaston-Upson County","385","14","74","13","211","18","76","6","","","","","174","8","71","21","2","","","","143","22","70","8","204","8","74","18","1","","","","","","","","181","19","73","8","","","","","326","7","78","15","59","51","49","0","1","","","","238","8","76","16"
"746:180","LaFayette Middle School","266","32","66","2","128","39","59","2","1","","","","138","25","73","1","3","","","","12","33","67","0","125","14","82","3","1","","","","2","","","","141","48","52","1","1","","","","230","24","73","2","36","81","19","0","9","","","","240","33","66","2"
"746:290","Chattanooga Valley Middle School","161","24","70","6","78","31","68","1","2","","","","83","17","72","11","","","","","11","18","82","0","81","20","72","9","","","","","","","","","80","28","69","4","","","","","139","18","75","7","22","59","41","0","","","","","150","24","69","7"
"746:390","Rossville Middle School","211","31","68","1","153","37","62","1","","","","","58","16","83","2","","","","","19","26","74","0","102","24","75","2","2","","","","2","","","","109","38","61","1","1","","","","169","21","78","2","42","71","29","0","","","","","189","31","68","2"
"746:ALL","Walker County","638","29","68","3","359","36","62","2","3","","","","279","21","75","4","3","","","","42","26","74","0","308","19","77","4","3","","","","4","","","","330","39","59","2","2","","","","538","22","75","3","100","72","28","0","9","","","","579","30","67","3"
"747:193","Carver Middle School","365","30","63","6","198","37","60","3","","","","","167","22","67","11","5","","","","150","37","59","4","186","20","70","9","7","","","","4","","","","179","41","56","3","2","","","","300","21","71","8","65","74","26","0","8","","","","193","27","64","8"
"747:291","Loganville Middle School","488","13","69","18","85","20","71","9","","","","","403","11","69","20","3","","","","19","11","79","11","236","5","67","28","15","27","47","27","4","","","","252","19","71","10","2","","","","413","5","74","21","75","56","43","1","7","","","","442","12","70","18"
"747:ALL","Walton County","853","20","67","13","283","32","63","5","","","","","570","14","68","17","8","","","","169","34","61","5","422","12","69","19","22","23","55","23","8","","","","431","28","65","7","4","","","","713","12","73","16","140","64","35","1","15","0","87","13","635","17","68","15"
"748:194","Ware Magnet School","55","2","67","31","16","0","69","31","1","","","","39","3","67","31","2","","","","12","0","83","17","34","0","62","38","2","","","","","","","","21","5","76","19","","","","","53","0","68","32","2","","","","","","","","39","3","62","36"
"748:295","Waycross Middle School","197","26","66","8","108","36","59","5","2","","","","89","15","74","11","2","","","","95","35","62","3","92","21","72","8","","","","","","","","","105","31","61","8","","","","","168","20","71","9","29","62","38","0","2","","","","98","19","68","12"
"748:395","Ware County Middle School","237","38","59","3","142","44","55","1","2","","","","95","29","65","5","","","","","82","46","52","1","107","21","77","3","6","","","","3","","","","130","52","45","3","","","","","193","27","69","4","44","86","14","0","","","","","149","33","63","4"
"748:ALL","Ware County","489","29","63","8","266","38","58","5","5","","","","223","19","69","12","4","","","","189","38","59","3","233","18","73","10","8","","","","3","","","","256","40","54","6","","","","","414","21","70","9","75","76","24","0","2","","","","286","24","65","11"
"749:2050","Warren County High School","75","31","69","0","75","31","69","0","","","","","","","","","","","","","73","32","68","0","34","18","82","0","","","","","","","","","41","41","59","0","","","","","71","27","73","0","4","","","","2","","","","","","",""
"749:ALL","Warren County","75","31","69","0","75","31","69","0","","","","","","","","","","","","","73","32","68","0","34","18","82","0","","","","","","","","","41","41","59","0","","","","","71","27","73","0","4","","","","2","","","","","","",""
"750:199","T. J. Elder Middle School","293","22","73","5","293","22","73","5","","","","","","","","","1","","","","202","28","68","3","146","16","78","6","2","","","","1","","","","147","29","68","3","1","","","","260","17","78","5","33","67","33","0","3","","","","84","6","86","8"
"750:ALL","Washington County","293","22","73","5","293","22","73","5","","","","","","","","","1","","","","202","28","68","3","146","16","78","6","2","","","","1","","","","147","29","68","3","1","","","","260","17","78","5","33","67","33","0","3","","","","84","6","86","8"
"751:194","Martha Puckett Middle School","200","14","77","10","100","21","72","7","","","","","100","7","81","12","1","","","","33","24","73","3","105","2","86","12","7","","","","4","","","","95","27","66","6","","","","","173","8","81","11","27","52","48","0","4","","","","155","12","77","12"
"751:294","Arthur Williams Middle School","220","25","73","2","121","33","67","0","4","","","","99","14","81","5","2","","","","48","40","60","0","95","15","84","1","10","","","","5","","","","125","32","65","3","","","","","193","18","79","3","27","70","30","0","2","","","","158","19","78","3"
"751:ALL","Wayne County","420","20","75","6","221","28","69","3","4","","","","199","11","81","9","3","","","","81","33","65","1","200","8","85","7","17","35","65","0","9","","","","220","30","65","5","","","","","366","13","80","7","54","61","39","0","6","","","","313","15","78","7"
"752:104","Webster County Elementary/Middle School","50","20","78","2","50","20","78","2","","","","","","","","","","","","","26","23","73","4","27","15","81","4","2","","","","","","","","23","26","74","0","","","","","48","19","79","2","2","","","","1","","","","21","14","86","0"
"752:ALL","Webster County","50","20","78","2","50","20","78","2","","","","","","","","","","","","","26","23","73","4","27","15","81","4","2","","","","","","","","23","26","74","0","","","","","48","19","79","2","2","","","","1","","","","21","14","86","0"
"753:3052","Wheeler County High School","96","25","69","6","65","26","68","6","1","","","","31","23","71","6","","","","","29","38","55","7","50","14","76","10","8","","","","","","","","46","37","61","2","","","","","85","20","73","7","11","64","36","0","1","","","","58","17","79","3"
"753:ALL","Wheeler County","96","25","69","6","65","26","68","6","1","","","","31","23","71","6","","","","","29","38","55","7","50","14","76","10","8","","","","","","","","46","37","61","2","","","","","85","20","73","7","11","64","36","0","1","","","","58","17","79","3"
"754:174","White County Middle School","301","15","78","7","113","19","80","1","","","","","188","12","77","11","","","","","7","","","","140","6","84","10","1","","","","","","","","161","23","73","4","2","","","","271","10","83","8","30","63","37","0","6","","","","285","15","78","7"
"754:ALL","White County","301","15","78","7","113","19","80","1","","","","","188","12","77","11","","","","","7","","","","140","6","84","10","1","","","","","","","","161","23","73","4","2","","","","271","10","83","8","30","63","37","0","6","","","","285","15","78","7"
"755:475","Eastbrook Middle School","256","29","64","7","160","37","58","6","4","","","","96","16","76","8","","","","","4","","","","140","17","76","7","94","40","54","5","28","82","18","0","116","43","51","6","","","","","222","23","69","8","34","65","35","0","6","","","","152","21","71","8"
"755:575","North Whitfield Middle School","330","21","69","10","126","32","65","3","1","","","","204","14","72","15","3","","","","4","","","","154","12","71","17","45","36","64","0","10","","","","176","28","68","5","","","","","296","14","75","11","34","82","18","0","3","","","","275","18","71","11"
"755:675","Valley Point Middle School","145","29","65","6","85","38","59","4","1","","","","60","17","73","10","2","","","","1","","","","67","22","70","7","30","30","63","7","9","","","","78","35","60","5","1","","","","121","19","74","7","24","79","21","0","1","","","","110","29","65","6"
"755:775","Westside Middle School","225","19","76","5","72","31","67","3","","","","","153","13","80","7","1","","","","6","","","","99","12","81","7","9","","","","2","","","","126","24","72","4","","","","","200","14","80","6","25","56","44","0","4","","","","205","19","76","5"
"755:ALL","Whitfield County","956","24","69","8","443","35","61","4","6","","","","513","14","75","11","6","","","","15","20","73","7","460","15","74","10","178","38","58","4","49","78","22","0","496","31","64","5","1","","","","839","17","74","9","117","71","29","0","14","29","64","7","742","20","71","8"
"756:101","Wilcox County Middle School","112","16","79","5","71","21","75","4","","","","","41","7","85","7","","","","","50","20","76","4","50","4","88","8","1","","","","","","","","62","26","71","3","","","","","106","12","82","6","6","","","","","","","","61","13","80","7"
"756:ALL","Wilcox County","112","16","79","5","71","21","75","4","","","","","41","7","85","7","","","","","50","20","76","4","50","4","88","8","1","","","","","","","","62","26","71","3","","","","","106","12","82","6","6","","","","","","","","61","13","80","7"
"757:192","Washington-Wilkes Middle School","141","18","79","3","82","22","78","0","1","","","","59","12","81","7","","","","","78","26","74","0","70","10","89","1","3","","","","1","","","","71","25","70","4","","","","","130","13","84","3","11","73","27","0","1","","","","59","8","85","7"
"757:ALL","Wilkes County","141","18","79","3","82","22","78","0","1","","","","59","12","81","7","","","","","78","26","74","0","70","10","89","1","3","","","","1","","","","71","25","70","4","","","","","130","13","84","3","11","73","27","0","1","","","","59","8","85","7"
"758:275","Wilkinson County Middle School","118","19","75","6","94","21","76","3","","","","","24","13","71","17","1","","","","78","19","78","3","52","15","77","8","","","","","","","","","66","23","73","5","","","","","98","9","84","7","20","70","30","0","1","","","","38","21","68","11"
"758:ALL","Wilkinson County","118","19","75","6","94","21","76","3","","","","","24","13","71","17","1","","","","78","19","78","3","52","15","77","8","","","","","","","","","66","23","73","5","","","","","98","9","84","7","20","70","30","0","1","","","","38","21","68","11"
"759:193","Worth County Middle School","354","34","62","4","223","43","56","1","","","","","131","18","73","9","1","","","","152","47","52","1","165","24","69","7","","","","","","","","","189","43","56","1","","","","","332","31","65","4","22","82","18","0","","","","","201","23","70","6"
"759:ALL","Worth County","354","34","62","4","223","43","56","1","","","","","131","18","73","9","1","","","","152","47","52","1","165","24","69","7","","","","","","","","","189","43","56","1","","","","","332","31","65","4","22","82","18","0","","","","","201","23","70","6"
"761:100","Brown Middle School","275","20","71","8","216","19","73","8","","","","","59","24","66","10","1","","","","272","21","71","8","136","10","76","14","","","","","","","","","139","30","67","3","","","","","249","14","76","9","26","77","23","0","2","","","","","","",""
"761:1563","Inman Middle School","230","5","73","22","83","12","81","7","","","","","147","1","69","30","2","","","","138","7","81","12","117","3","74","24","7","","","","3","","","","113","8","73","19","1","","","","216","4","73","23","14","29","71","0","5","","","","77","0","60","40"
"761:173","Long Middle School","190","32","66","2","156","32","65","3","","","","","34","29","71","0","2","","","","181","32","66","2","86","19","79","2","6","","","","5","","","","104","42","56","2","","","","","162","23","75","2","28","82","18","0","","","","","1","","",""
"761:180","Bunche Middle School","268","12","79","9","214","13","79","8","","","","","54","9","81","9","","","","","265","12","80","8","144","11","79","10","3","","","","","","","","124","13","80","7","","","","","245","7","83","9","23","61","39","0","","","","","","","",""
"761:188","Sylvan Hills Middle School","175","21","75","4","159","21","75","4","","","","","16","19","75","6","","","","","173","21","75","4","89","11","83","6","","","","","2","","","","86","30","67","2","1","","","","149","15","80","5","26","50","50","0","1","","","","","","",""
"761:191","Turner Middle School","168","33","64","3","131","37","59","4","","","","","37","19","81","0","","","","","168","33","64","3","80","24","71","5","","","","","1","","","","88","42","57","1","","","","","151","28","68","3","17","76","24","0","","","","","","","",""
"761:201","Charles R. Drew Charter School","89","19","79","2","61","21","77","2","","","","","28","14","82","4","","","","","86","20","78","2","36","17","81","3","","","","","","","","","53","21","77","2","","","","","79","10","87","3","10","","","","1","","","","2","","",""
"761:282","Young Middle School","312","14","76","10","234","15","76","9","","","","","78","14","74","12","","","","","309","14","76","10","157","8","78","15","2","","","","2","","","","155","21","74","5","","","","","294","12","78","11","18","61","39","0","1","","","","","","",""
"761:288","Price Middle School","261","28","71","2","244","27","71","2","","","","","17","29","71","0","","","","","254","27","72","2","131","21","76","2","4","","","","3","","","","130","34","65","1","","","","","231","19","79","2","30","90","10","0","","","","","3","","",""
"761:293","Benjamin S. Carson Preparatory School","236","36","63","1","178","34","65","1","","","","","58","43","57","0","","","","","235","37","63","1","122","20","78","2","1","","","","","","","","114","54","46","0","","","","","199","27","72","1","37","86","14","0","","","","","","","",""
"761:3067","Sutton Middle School","199","25","65","11","85","41","55","4","","","","","114","12","72","16","4","","","","77","16","78","6","99","23","63","14","49","61","35","4","42","71","26","2","100","26","67","7","","","","","184","22","67","11","15","60","40","0","6","","","","63","6","73","21"
"761:3068","Walden Middle School","112","29","68","4","104","28","68","4","","","","","8","","","","","","","","108","27","69","4","48","17","79","4","4","","","","4","","","","64","38","59","3","","","","","99","23","73","4","13","69","31","0","","","","","","","",""
"761:373","King Middle School","165","35","62","3","155","37","61","3","","","","","10","","","","1","","","","149","36","63","1","78","18","78","4","11","27","55","18","2","","","","87","51","47","2","","","","","143","26","71","3","22","95","5","0","1","","","","3","","",""
"761:403","APS-CEP Partnership School","85","72","27","1","52","71","27","2","","","","","33","73","27","0","","","","","83","72","27","1","21","71","29","0","1","","","","","","","","64","72","27","2","","","","","84","71","27","1","1","","","","","","","","1","","",""
"761:504","Harper-Archer Middle School","272","34","66","0","233","34","66","0","","","","","39","33","67","0","","","","","264","33","67","0","152","26","74","0","7","","","","7","","","","120","45","55","0","","","","","248","30","70","0","24","79","21","0","","","","","1","","",""
"761:5056","Coan Middle School","176","30","68","2","154","29","68","3","","","","","22","32","68","0","","","","","176","30","68","2","75","19","77","4","","","","","","","","","101","38","61","1","","","","","150","21","77","3","26","81","19","0","","","","","","","",""
"761:5563","Kennedy Middle School","180","38","60","2","163","39","58","2","","","","","17","24","76","0","","","","","177","37","60","2","86","23","73","3","2","","","","","","","","94","51","48","1","","","","","152","30","68","3","28","82","18","0","","","","","1","","",""
"761:5664","Parks Middle School","186","28","71","1","166","28","70","1","","","","","20","25","75","0","2","","","","184","28","71","1","105","24","74","2","","","","","","","","","81","33","67","0","","","","","166","20","78","1","20","90","10","0","","","","","","","",""
"761:ALL","Atlanta City","3579","26","68","5","2788","28","68","4","","","","","791","20","69","11","12","17","83","0","3299","26","69","4","1762","17","75","7","97","54","40","6","71","75","24","1","1817","35","62","4","2","","","","3201","20","74","6","378","76","24","0","17","24","59","18","152","5","65","30"
"763:101","Sewell Middle School","127","8","72","20","20","15","75","10","","","","","107","7","71","22","3","","","","8","","","","67","6","72","22","","","","","","","","","60","10","72","18","","","","","111","4","73","23","16","38","63","0","","","","","116","5","72","22"
"763:ALL","Bremen City","127","8","72","20","20","15","75","10","","","","","107","7","71","22","3","","","","8","","","","67","6","72","22","","","","","","","","","60","10","72","18","","","","","111","4","73","23","16","38","63","0","","","","","116","5","72","22"
"764:291","Buford Middle School","201","16","70","13","83","34","64","2","2","","","","118","4","75","21","1","","","","33","27","67","6","92","10","71","20","31","45","55","0","18","72","28","0","109","22","70","8","1","","","","171","13","71","16","30","37","63","0","7","","","","128","7","74","19"
"764:ALL","Buford City","201","16","70","13","83","34","64","2","2","","","","118","4","75","21","1","","","","33","27","67","6","92","10","71","20","31","45","55","0","18","72","28","0","109","22","70","8","1","","","","171","13","71","16","30","37","63","0","7","","","","128","7","74","19"
"765:4050","Calhoun Middle School","204","20","70","10","78","40","58","3","","","","","126","7","78","15","3","","","","18","33","67","0","90","14","67","19","45","40","53","7","8","","","","114","24","73","4","","","","","180","14","74","12","24","58","42","0","2","","","","136","11","76","13"
"765:ALL","Calhoun City","204","20","70","10","78","40","58","3","","","","","126","7","78","15","3","","","","18","33","67","0","90","14","67","19","45","40","53","7","8","","","","114","24","73","4","","","","","180","14","74","12","24","58","42","0","2","","","","136","11","76","13"
"766:1550","Carrollton Jr. High School","278","13","71","17","112","23","74","3","","","","","166","5","69","26","2","","","","103","17","78","6","133","8","69","23","17","53","41","6","13","69","23","8","145","17","72","10","","","","","240","8","74","19","38","45","53","3","4","","","","152","5","70","25"
"766:ALL","Carrollton City","278","13","71","17","112","23","74","3","","","","","166","5","69","26","2","","","","103","17","78","6","133","8","69","23","17","53","41","6","13","69","23","8","145","17","72","10","","","","","240","8","74","19","38","45","53","3","4","","","","152","5","70","25"
"767:277","Cartersville Middle School","316","16","74","10","103","31","65","4","","","","","213","8","79","13","","","","","62","24","74","2","148","11","76","13","24","29","71","0","6","","","","168","20","73","7","2","","","","298","12","78","10","18","78","22","0","1","","","","227","12","74","13"
"767:ALL","Cartersville City","316","16","74","10","103","31","65","4","","","","","213","8","79","13","","","","","62","24","74","2","148","11","76","13","24","29","71","0","6","","","","168","20","73","7","2","","","","298","12","78","10","18","78","22","0","1","","","","227","12","74","13"
"769:101","Gordon Lee Middle School","123","4","89","7","16","6","94","0","","","","","107","4","88","8","","","","","","","","","63","0","87","13","","","","","","","","","60","8","90","2","","","","","115","2","90","8","8","","","","","","","","123","4","89","7"
"769:ALL","Chickamauga City","123","4","89","7","16","6","94","0","","","","","107","4","88","8","","","","","","","","","63","0","87","13","","","","","","","","","60","8","90","2","","","","","115","2","90","8","8","","","","","","","","123","4","89","7"
"771:3050","Commerce Middle School","106","14","70","16","35","23","66","11","","","","","71","10","72","18","1","","","","10","","","","61","3","75","21","5","","","","1","","","","45","29","62","9","","","","","96","9","73","18","10","","","","1","","","","89","13","71","16"
"771:ALL","Commerce City","106","14","70","16","35","23","66","11","","","","","71","10","72","18","1","","","","10","","","","61","3","75","21","5","","","","1","","","","45","29","62","9","","","","","96","9","73","18","10","","","","1","","","","89","13","71","16"
"772:201","Dalton Middle School","401","16","76","8","227","22","74","3","24","46","54","0","174","9","77","14","11","27","64","9","30","7","90","3","207","11","78","11","213","23","74","3","68","46","54","0","194","22","73","5","","","","","364","13","78","9","37","46","54","0","6","","","","141","8","75","17"
"772:ALL","Dalton City","401","16","76","8","227","22","74","3","24","46","54","0","174","9","77","14","11","27","64","9","30","7","90","3","207","11","78","11","213","23","74","3","68","46","54","0","194","22","73","5","","","","","364","13","78","9","37","46","54","0","6","","","","141","8","75","17"
"773:1552","Renfroe Middle School","205","15","71","14","82","27","67","6","","","","","123","7","73","20","1","","","","107","27","71","2","94","11","71","18","4","","","","3","","","","111","19","70","11","","","","","183","10","74","16","22","59","41","0","5","","","","88","2","69","28"
"773:ALL","Decatur City","205","15","71","14","82","27","67","6","","","","","123","7","73","20","1","","","","107","27","71","2","94","11","71","18","4","","","","3","","","","111","19","70","11","","","","","183","10","74","16","22","59","41","0","5","","","","88","2","69","28"
"774:102","Dublin Middle School","232","22","69","9","158","25","70","4","3","","","","74","16","66","18","3","","","","173","26","70","4","115","21","67","12","10","","","","","","","","117","24","71","5","","","","","201","14","76","10","31","77","23","0","1","","","","45","16","67","18"
"774:ALL","Dublin City","232","22","69","9","158","25","70","4","3","","","","74","16","66","18","3","","","","173","26","70","4","115","21","67","12","10","","","","","","","","117","24","71","5","","","","","201","14","76","10","31","77","23","0","1","","","","45","16","67","18"
"776:4050","Gainesville Middle School","285","30","64","6","169","40","56","4","24","83","13","4","116","16","76","9","8","","","","76","20","74","7","147","28","64","8","121","51","46","2","80","68","33","0","138","33","64","4","","","","","271","30","64","6","14","43","57","0","5","","","","75","9","79","12"
"776:ALL","Gainesville City","285","30","64","6","169","40","56","4","24","83","13","4","116","16","76","9","8","","","","76","20","74","7","147","28","64","8","121","51","46","2","80","68","33","0","138","33","64","4","","","","","271","30","64","6","14","43","57","0","5","","","","75","9","79","12"
"779:101","Jefferson Middle School","122","11","72","17","36","25","69","6","","","","","86","5","73","22","","","","","16","38","63","0","60","5","70","25","3","","","","","","","","62","16","74","10","","","","","112","6","75","19","10","","","","1","","","","102","7","73","21"
"779:ALL","Jefferson City","122","11","72","17","36","25","69","6","","","","","86","5","73","22","","","","","16","38","63","0","60","5","70","25","3","","","","","","","","62","16","74","10","","","","","112","6","75","19","10","","","","1","","","","102","7","73","21"
