"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","COLLEGE","OUT_OF_STATE_ENR_RANK"
2012,"651","Effingham County","0197","South Effingham High School","Technical College Of The Lowcountry",2
2012,"651","Effingham County","0197","South Effingham High School","Texas A&M Health Sciences Center",4
2012,"651","Effingham County","0197","South Effingham High School","University Of South Carolina @ Beaufort",1
2012,"651","Effingham County","0390","Effingham County High School","Claflin University",1
2012,"651","Effingham County","0390","Effingham County High School","Mississippi State University",1
2012,"651","Effingham County","0390","Effingham County High School","Oklahoma City University",1
2012,"651","Effingham County","0390","Effingham County High School","Southeastern University",1
2012,"651","Effingham County","0390","Effingham County High School","University Of Louisiana Lafayette",1
2012,"651","Effingham County","ALL","All Effingham County High Schools","Dickinson School Of Law",4
2012,"651","Effingham County","ALL","All Effingham County High Schools","Florida Southwestern State College",4
2012,"651","Effingham County","ALL","All Effingham County High Schools","Murray State University",2
2012,"651","Effingham County","ALL","All Effingham County High Schools","Technical College Of The Lowcountry",2
2012,"651","Effingham County","ALL","All Effingham County High Schools","University Of South Carolina @ Beaufort",1
2012,"652","Elbert County","0176","Elbert County High School","Benedict College",2
2012,"652","Elbert County","0176","Elbert County High School","Carson-Newman Univ Masters",2
2012,"652","Elbert County","0176","Elbert County High School","Jacksonville State University",2
2012,"652","Elbert County","0176","Elbert County High School","Lander University",1
2012,"652","Elbert County","0176","Elbert County High School","Mars Hill University",2
2012,"652","Elbert County","ALL","All Elbert County High Schools","Carson-Newman Univ Masters",2
2012,"652","Elbert County","ALL","All Elbert County High Schools","Clemson University",2
2012,"652","Elbert County","ALL","All Elbert County High Schools","Jacksonville State University",2
2012,"652","Elbert County","ALL","All Elbert County High Schools","Lander University",1
2012,"652","Elbert County","ALL","All Elbert County High Schools","Mars Hill University",2
2012,"653","Emanuel County","0189","Swainsboro High School","Benedict College",1
2012,"653","Emanuel County","0189","Swainsboro High School","University Of Maryland - University Col",2
2012,"653","Emanuel County","2050","Emanuel County Institute","Gallaudet University",1
2012,"653","Emanuel County","2050","Emanuel County Institute","Nashville State Community College",1
2012,"653","Emanuel County","2050","Emanuel County Institute","Philander Smith College",1
2012,"653","Emanuel County","2050","Emanuel County Institute","Southwestern Illinois College",1
2012,"653","Emanuel County","2050","Emanuel County Institute","Wyotech - Blairsville",1
2012,"653","Emanuel County","ALL","All Emanuel County High Schools","Benedict College",1
2012,"653","Emanuel County","ALL","All Emanuel County High Schools","Gallaudet University",2
2012,"653","Emanuel County","ALL","All Emanuel County High Schools","Southwestern Illinois College",2
2012,"653","Emanuel County","ALL","All Emanuel County High Schools","University Of Maryland - University Col",2
2012,"653","Emanuel County","ALL","All Emanuel County High Schools","Wyotech - Blairsville",2
2012,"654","Evans County","2050","Claxton High School","Everest University - Tempe",1
2012,"654","Evans County","2050","Claxton High School","University Of New Orleans",1
2012,"654","Evans County","ALL","All Evans County High Schools","Everest University - Tempe",1
2012,"654","Evans County","ALL","All Evans County High Schools","University Of New Orleans",1
2012,"655","Fannin County","0176","Fannin County High School","Cleveland State Community College",1
2012,"655","Fannin County","0176","Fannin County High School","Faulkner University",2
2012,"655","Fannin County","0176","Fannin County High School","Hiwassee College",2
2012,"655","Fannin County","0176","Fannin County High School","Southern Baptist Theological Seminary",2
2012,"655","Fannin County","0176","Fannin County High School","Tri-County Community College",2
2012,"655","Fannin County","ALL","All Fannin County High Schools","Cleveland State Community College",1
2012,"655","Fannin County","ALL","All Fannin County High Schools","Devry University",2
2012,"655","Fannin County","ALL","All Fannin County High Schools","Faulkner University",2
2012,"655","Fannin County","ALL","All Fannin County High Schools","Southern Baptist Theological Seminary",2
2012,"655","Fannin County","ALL","All Fannin County High Schools","Tri-County Community College",2
2012,"656","Fayette County","0105","Whitewater High School","Auburn University",1
2012,"656","Fayette County","0105","Whitewater High School","Gardner-Webb University",1
2012,"656","Fayette County","0105","Whitewater High School","Tuskegee University",1
2012,"656","Fayette County","0105","Whitewater High School","University Of Kentucky",1
2012,"656","Fayette County","0105","Whitewater High School","University Of Mississippi",1
2012,"656","Fayette County","0182","McIntosh High School","Auburn University",1
2012,"656","Fayette County","0182","McIntosh High School","Florida State University",5
2012,"656","Fayette County","0182","McIntosh High School","Southern Union State Community College",3
2012,"656","Fayette County","0182","McIntosh High School","University Of Alabama",2
2012,"656","Fayette County","0182","McIntosh High School","University Of South Carolina",4
2012,"656","Fayette County","0192","Sandy Creek High School","Hampton University",2
2012,"656","Fayette County","0192","Sandy Creek High School","Howard University",2
2012,"656","Fayette County","0192","Sandy Creek High School","Mississippi State University",2
2012,"656","Fayette County","0192","Sandy Creek High School","Tuskegee University",1
2012,"656","Fayette County","0192","Sandy Creek High School","Wofford College",2
2012,"656","Fayette County","0198","Starrs Mill High School","Auburn University",1
2012,"656","Fayette County","0198","Starrs Mill High School","Mississippi State University",4
2012,"656","Fayette County","0198","Starrs Mill High School","Samford University",2
2012,"656","Fayette County","0198","Starrs Mill High School","University Of Alabama",4
2012,"656","Fayette County","0198","Starrs Mill High School","University Of Mississippi",2
2012,"656","Fayette County","0398","Fayette County High School","Alabama State University",1
2012,"656","Fayette County","0398","Fayette County High School","Embry-Riddle Aeronautical Univ.-Worldwi",2
2012,"656","Fayette County","0398","Fayette County High School","Lander University",4
2012,"656","Fayette County","0398","Fayette County High School","University Of Alabama, Birmingham-Denta",4
2012,"656","Fayette County","0398","Fayette County High School","University Of The Cumberlands",2
2012,"656","Fayette County","ALL","All Fayette County High Schools","Auburn University",1
2012,"656","Fayette County","ALL","All Fayette County High Schools","Southern Union State Community College",5
2012,"656","Fayette County","ALL","All Fayette County High Schools","Tuskegee University",4
2012,"656","Fayette County","ALL","All Fayette County High Schools","University Of Alabama",2
2012,"656","Fayette County","ALL","All Fayette County High Schools","University Of Mississippi",3
2012,"657","Floyd County","0107","Pepperell High School","Jacksonville State University",1
2012,"657","Floyd County","0107","Pepperell High School","University Of Alabama",1
2012,"657","Floyd County","0111","Model High","Aiken Technical College",1
2012,"657","Floyd County","0111","Model High","Embry-Riddle Aeronautical Univ.-Worldwi",1
2012,"657","Floyd County","0111","Model High","George Mason University",1
2012,"657","Floyd County","0111","Model High","University Of Nebraska - Curtis",1
2012,"657","Floyd County","0401","Armuchee High School","Appalachian State University",2
2012,"657","Floyd County","0401","Armuchee High School","Gadsden State Community College",2
2012,"657","Floyd County","0401","Armuchee High School","Jacksonville State University",1
2012,"657","Floyd County","0401","Armuchee High School","Lindsey Wilson College",2
2012,"657","Floyd County","0401","Armuchee High School","Marymount Manhattan College",2
2012,"657","Floyd County","5050","Coosa High School","Chowan University",3
2012,"657","Floyd County","5050","Coosa High School","Florida State University",3
2012,"657","Floyd County","5050","Coosa High School","Jacksonville State University",1
2012,"657","Floyd County","5050","Coosa High School","Marion Military Institute",1
2012,"657","Floyd County","ALL","All Floyd County High Schools","Florida State University",4
2012,"657","Floyd County","ALL","All Floyd County High Schools","Jacksonville State University",1
2012,"657","Floyd County","ALL","All Floyd County High Schools","Marion Military Institute",2
2012,"657","Floyd County","ALL","All Floyd County High Schools","Marymount Manhattan College",4
2012,"657","Floyd County","ALL","All Floyd County High Schools","University Of Alabama",3
2012,"658","Forsyth County","0107","West Forsyth High School","Auburn University",1
2012,"658","Forsyth County","0107","West Forsyth High School","Boston University",3
2012,"658","Forsyth County","0107","West Forsyth High School","Brigham Young University - Idaho Fall/W",3
2012,"658","Forsyth County","0107","West Forsyth High School","University Of Central Florida",3
