"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","GRADUATE_COUNT","LS_ENG_PCT","LS_MATH_PCT"
2007,"721","Richmond County","3556","Johnson Magnet",80,8.6,12.1
2007,"721","Richmond County","3756","Josey High School",141,39.3,71.4
2007,"721","Richmond County","4060","Academy of Richmond County High School",219,13.9,22.2
2007,"721","Richmond County","4562","Davidson Magnet School",88,0,0
2007,"721","Richmond County","5566","Laney High School",94,32.1,25
2007,"721","Richmond County","ALL","All Richmond County High Schools",1467,18,29.4
2007,"722","Rockdale County","0176","Heritage High School",295,11.4,27.4
2007,"722","Rockdale County","0192","Salem High School",239,7.5,25.9
2007,"722","Rockdale County","3052","Rockdale County High School",257,12,38.3
2007,"722","Rockdale County","ALL","All Rockdale County High Schools",791,10.3,30.1
2007,"723","Schley County","0101","Schley Middle High School",56,6.5,39.1
2007,"723","Schley County","ALL","All Schley County High Schools",56,6.5,39.1
2007,"724","Screven County","4052","Screven County High School",185,25.3,25.3
2007,"724","Screven County","ALL","All Screven County High Schools",185,25.3,25.3
2007,"725","Seminole County","0196","Seminole County Middle/High School",86,29,33.9
2007,"725","Seminole County","ALL","All Seminole County High Schools",86,29,33.9
2007,"726","Griffin-Spalding County","0101","Spalding High School",202,16.2,24.3
2007,"726","Griffin-Spalding County","0187","Griffin High School",199,30.3,34.3
2007,"726","Griffin-Spalding County","ALL","All Griffin-Spalding County High Schools",401,22.9,29
2007,"727","Stephens County","5050","Stephens County High School",203,10.9,17.4
2007,"727","Stephens County","ALL","All Stephens County High Schools",203,10.9,17.4
2007,"728","Stewart County","0201","Stewart County High School",27,27.3,27.3
2007,"728","Stewart County","ALL","All Stewart County High Schools",27,27.3,27.3
2007,"729","Sumter County","0105","Americus Sumter High School (Old Americus-Sumter HS S)",198,23.4,44.5
2007,"729","Sumter County","ALL","All Sumter County High Schools",198,23.4,44.5
2007,"730","Talbot County","0190","Central Elementary/High School",16,25,41.7
2007,"730","Talbot County","ALL","All Talbot County High Schools",16,25,41.7
2007,"731","Taliaferro County","0102","Taliaferro County School",13,75,75
2007,"731","Taliaferro County","ALL","All Taliaferro County High Schools",13,75,75
2007,"732","Tattnall County","0194","Tattnall County High School",138,14.5,26.1
2007,"732","Tattnall County","ALL","All Tattnall County High Schools",138,14.5,26.1
2007,"733","Taylor County","0201","Taylor County High School",65,15.2,28.3
2007,"733","Taylor County","ALL","All Taylor County High Schools",65,15.2,28.3
2007,"734","Telfair County","0201","Telfair County High School",79,20.8,16.7
2007,"734","Telfair County","ALL","All Telfair County High Schools",79,20.8,16.7
2007,"735","Terrell County","0105","Terrell High School",53,29.3,41.5
2007,"735","Terrell County","ALL","All Terrell County High Schools",53,29.3,41.5
2007,"736","Thomas County","0100","Bishop Hall Charter School",33,14.3,28.6
2007,"736","Thomas County","0191","Thomas County Central High School",248,22.9,37.3
2007,"736","Thomas County","ALL","All Thomas County High Schools",281,22.5,36.9
2007,"737","Tift County","0199","Tift County High School",351,18.8,27.6
2007,"737","Tift County","ALL","All Tift County High Schools",351,18.8,27.6
2007,"738","Toombs County","0192","Toombs County High School",138,11.4,32.9
2007,"738","Toombs County","ALL","All Toombs County High Schools",138,11.4,32.9
2007,"739","Towns County","0194","Mountain Education Center",150,14,53.5
2007,"739","Towns County","0204","Towns County High School",55,14.3,14.3
2007,"739","Towns County","ALL","All Towns County High Schools",205,14.1,40.6
2007,"740","Treutlen County","3050","Treutlen Middle/High School",56,12.9,16.1
2007,"740","Treutlen County","ALL","All Treutlen County High Schools",56,12.9,16.1
2007,"741","Troup County","0201","Callaway High School",94,23.5,35.3
2007,"741","Troup County","0387","Troup County High School",255,23.8,33.6
2007,"741","Troup County","1052","LaGrange High School",236,24.3,32.7
2007,"741","Troup County","ALL","All Troup County High Schools",585,24,33.5
2007,"742","Turner County","3050","Turner County High School",74,27.7,23.4
2007,"742","Turner County","ALL","All Turner County High Schools",74,27.7,23.4
2007,"743","Twiggs County","0201","Twiggs County High School",66,20.6,38.2
2007,"743","Twiggs County","ALL","All Twiggs County High Schools",66,20.6,38.2
2007,"744","Union County","0101","Union County High School",144,14.5,25.8
2007,"744","Union County","ALL","All Union County High Schools",144,14.5,25.8
2007,"745","Thomaston-Upson County","0195","Upson-Lee High School",233,20.7,25
2007,"745","Thomaston-Upson County","ALL","All Thomaston-Upson County High Schools",233,20.7,25
2007,"746","Walker County","0190","Ridgeland High School",186,7.9,32.9
2007,"746","Walker County","0198","LaFayette High School",149,8.8,48.4
2007,"746","Walker County","ALL","All Walker County High Schools",335,8.4,41.3
2007,"747","Walton County","0199","Loganville High School",331,12.8,28.3
2007,"747","Walton County","0205","Monroe Area High School",223,15.8,22.1
2007,"747","Walton County","ALL","All Walton County High Schools",554,13.8,26.2
2007,"748","Ware County","0194","Ware Magnet School",39,11.4,25.7
2007,"748","Ware County","0195","Ware County High School",205,12.3,24.6
2007,"748","Ware County","ALL","All Ware County High Schools",244,12.1,24.8
2007,"749","Warren County","0205","Warren County High School",38,34.8,52.2
2007,"749","Warren County","ALL","All Warren County High Schools",38,34.8,52.2
2007,"750","Washington County","1052","Washington County High School",205,21.4,25.2
2007,"750","Washington County","ALL","All Washington County High Schools",205,21.4,25.2
2007,"751","Wayne County","0101","Wayne County High School",252,20.5,24.4
2007,"751","Wayne County","ALL","All Wayne County High Schools",252,20.5,24.4
2007,"753","Wheeler County","3052","Wheeler County High School",43,11.5,34.6
2007,"753","Wheeler County","ALL","All Wheeler County High Schools",43,11.5,34.6
2007,"754","White County","0105","White County High School",197,9.3,23.4
2007,"754","White County","ALL","All White County High Schools",197,9.3,23.4
2007,"755","Whitfield County","0105","Whitfield County Career Academy",47,53.3,53.3
2007,"755","Whitfield County","0175","Northwest Whitfield County High School",297,20,36.3
2007,"755","Whitfield County","0191","Phoenix High School",58,28.6,57.1
2007,"755","Whitfield County","0275","Southeast Whitfield County High School",220,26.9,47.3
2007,"755","Whitfield County","ALL","All Whitfield County High Schools",622,24.1,41.7
2007,"756","Wilcox County","0201","Wilcox County High School",55,32.4,37.8
2007,"756","Wilcox County","ALL","All Wilcox County High Schools",55,32.4,37.8
2007,"757","Wilkes County","0173","Washington-Wilkes High School",83,20,20
2007,"757","Wilkes County","ALL","All Wilkes County High Schools",83,20,20
2007,"758","Wilkinson County","3050","Wilkinson County High School",95,27.5,52.5
2007,"758","Wilkinson County","ALL","All Wilkinson County High Schools",95,27.5,52.5
2007,"759","Worth County","0176","Worth County High School",171,28,47.7
2007,"759","Worth County","ALL","All Worth County High Schools",171,28,47.7
2007,"761","Atlanta Public Schools","0182","Mays High School",302,29.2,41.7
2007,"761","Atlanta Public Schools","0186","Maynard H. Jackson, Jr. High School",160,31.5,55.6
2007,"761","Atlanta Public Schools","0192","North Atlanta High School",194,16.9,40.4
2007,"761","Atlanta Public Schools","0195","Old South Atlanta High School",130,35.8,56.6
2007,"761","Atlanta Public Schools","0703","School for Integrated Academics and Technologies",14,100,0
2007,"761","Atlanta Public Schools","2664","Crim High School",73,47.8,56.5
2007,"761","Atlanta Public Schools","3055","Senior Academy at Carver",60,56.5,73.9
2007,"761","Atlanta Public Schools","4058","Douglass High School",296,34.8,41.6
2007,"761","Atlanta Public Schools","4560","Grady High School",236,13,34.8
2007,"761","Atlanta Public Schools","4567","Therrell High School - C",127,42.3,50
2007,"761","Atlanta Public Schools","4568","Washington High School Senior Academy",220,29.9,53.6
2007,"761","Atlanta Public Schools","ALL","All Atlanta Public  High Schools",1812,29.1,46.5
2007,"763","Bremen City","0201","Bremen High School",111,17.5,21.1
2007,"763","Bremen City","ALL","All Bremen City High Schools",111,17.5,21.1
2007,"764","Buford City","0191","Buford High School",148,7.8,22.2
2007,"764","Buford City","ALL","All Buford City High Schools",148,7.8,22.2
2007,"765","Calhoun City","3050","Calhoun High School",168,15,31
2007,"765","Calhoun City","ALL","All Calhoun City High Schools",168,15,31
2007,"766","Carrollton City","1050","Carrollton High School",196,15.9,15.9
2007,"766","Carrollton City","ALL","All Carrollton City High Schools",196,15.9,15.9
2007,"767","Cartersville City","2050","Cartersville High School",204,15.5,25.8
2007,"767","Cartersville City","ALL","All Cartersville City High Schools",204,15.5,25.8
2007,"769","Chickamauga City","0201","Gordon Lee High School",118,3,36.4
2007,"769","Chickamauga City","ALL","All Chickamauga City High Schools",118,3,36.4
2007,"771","Commerce City","2050","Commerce High School",78,12.5,14.6
2007,"771","Commerce City","ALL","All Commerce City High Schools",78,12.5,14.6
2007,"772","Dalton Public Schools","4050","Dalton High School",223,23,30.2
2007,"772","Dalton Public Schools","ALL","All Dalton Public  High Schools",223,23,30.2
2007,"773","Decatur City","3050","Decatur High School",163,11,28.8
2007,"773","Decatur City","ALL","All Decatur City High Schools",163,11,28.8
2007,"774","Dublin City","3050","Dublin High School",148,15.2,29.5
2007,"774","Dublin City","ALL","All Dublin City High Schools",148,15.2,29.5
2007,"776","Gainesville City","3050","Gainesville High School",230,8,19.5
2007,"776","Gainesville City","ALL","All Gainesville City High Schools",230,8,19.5
2007,"779","Jefferson City","0174","Jefferson High School",118,14.3,16.7
2007,"779","Jefferson City","ALL","All Jefferson City High Schools",118,14.3,16.7
2007,"781","Marietta City","0101","Marietta High School",332,11.7,15.2
2007,"781","Marietta City","ALL","All Marietta City High Schools",332,11.7,15.2
2007,"784","Pelham City","0101","Pelham High School",67,27.5,37.5
2007,"784","Pelham City","ALL","All Pelham City High Schools",67,27.5,37.5
2007,"785","Rome City","0193","Rome High School",223,6.9,19.8
2007,"785","Rome City","ALL","All Rome City High Schools",223,6.9,19.8
2007,"786","Social Circle City","0300","Social Circle High School",79,21.3,34
2007,"786","Social Circle City","ALL","All Social Circle City High Schools",79,21.3,34
2007,"789","Thomasville City","4052","Thomasville High School",117,15.7,27.1
2007,"789","Thomasville City","ALL","All Thomasville City High Schools",117,15.7,27.1
2007,"791","Trion City","0301","Trion High School",87,10.6,57.4
2007,"791","Trion City","ALL","All Trion City High Schools",87,10.6,57.4
2007,"792","Valdosta City","0273","Valdosta High School",290,27.5,30.3
2007,"792","Valdosta City","ALL","All Valdosta City High Schools",290,27.5,30.3
2007,"793","Vidalia City","0273","Vidalia Comprehensive High School",130,8.5,23.2
2007,"793","Vidalia City","ALL","All Vidalia City High Schools",130,8.5,23.2
2007,"795","CCAT","0103","CCAT School",11,0,22.2
2007,"795","CCAT","ALL","All CCAT High Schools",11,0,22.2
2007,"ALL","State of Georgia","ALL","All Georgia High Schools",75757,14.5,24.7
2008,"601","Appling County","0103","Appling County High School",145,23.1,27.5
2008,"601","Appling County","ALL","All Appling County High Schools",145,23.1,27.5
2008,"602","Atkinson County","0103","Atkinson County High School",65,43.5,47.8
2008,"602","Atkinson County","ALL","All Atkinson County High Schools",65,43.5,47.8
2008,"603","Bacon County","0302","Bacon County High School",85,30.5,39
2008,"603","Bacon County","ALL","All Bacon County High Schools",85,30.5,39
2008,"604","Baker County","0105","Baker County K12 School",23,46.7,53.3
2008,"604","Baker County","ALL","All Baker County High Schools",23,46.7,53.3
2008,"605","Baldwin County","0189","Baldwin High School",244,26.5,22
2008,"605","Baldwin County","ALL","All Baldwin County High Schools",244,26.5,22
2008,"606","Banks County","0199","Banks County High School",112,18.5,44.4
2008,"606","Banks County","ALL","All Banks County High Schools",112,18.5,44.4
2008,"607","Barrow County","0101","Apalachee High School",250,12.4,26.5
2008,"607","Barrow County","3052","Winder-Barrow High School",278,12.3,21
2008,"607","Barrow County","ALL","All Barrow County High Schools",528,12.4,23.5
2008,"608","Bartow County","0105","Adairsville High School",141,9.1,26
2008,"608","Bartow County","0198","Woodland High School",351,16.1,29.6
2008,"608","Bartow County","0577","Cass High School",244,18,33.6
2008,"608","Bartow County","ALL","All Bartow County High Schools",736,15.3,30.2
2008,"609","Ben Hill County","0291","Fitzgerald High School",171,36,43
2008,"609","Ben Hill County","ALL","All Ben Hill County High Schools",171,36,43
2008,"610","Berrien County","0101","Berrien High School",167,14.6,26
2008,"610","Berrien County","0106","Berrien Academy Performance Learning Center",17,33.3,33.3
2008,"610","Berrien County","ALL","All Berrien County High Schools",184,15.2,26.3
2008,"611","Bibb County","0186","Central High School",169,21.5,16.5
2008,"611","Bibb County","0198","Westside High School",252,25.6,28.8
2008,"611","Bibb County","0204","Rutland High School",188,25.9,37.5
2008,"611","Bibb County","0286","Northeast High School",136,46.8,63.6
2008,"611","Bibb County","0303","William S. Hutchings Career Center",52,35.3,50
2008,"611","Bibb County","0386","Southwest High School",133,43.6,59
2008,"611","Bibb County","ALL","All Bibb County High Schools",930,30.6,37.8
2008,"612","Bleckley County","0105","Bleckley County High School",144,15.2,26.3
2008,"612","Bleckley County","ALL","All Bleckley County High Schools",144,15.2,26.3
2008,"613","Brantley County","1050","Brantley County High School",135,12.6,19.5
2008,"613","Brantley County","ALL","All Brantley County High Schools",135,12.6,19.5
2008,"614","Brooks County","2050","Brooks County High School",87,29.5,31.8
2008,"614","Brooks County","ALL","All Brooks County High Schools",87,29.5,31.8
2008,"615","Bryan County","0182","Richmond Hill High School",274,2.6,7.2
2008,"615","Bryan County","0502","Bryan County High School",89,20.4,20.4
2008,"615","Bryan County","ALL","All Bryan County High Schools",363,7.3,10.7
2008,"616","Bulloch County","0203","Southeast Bulloch High School",163,8.3,14.8
2008,"616","Bulloch County","2054","Statesboro High School",274,17.1,21.8
2008,"616","Bulloch County","4052","Portal Middle/High School",40,31.6,31.6
2008,"616","Bulloch County","ALL","All Bulloch County High Schools",477,15,20
2008,"617","Burke County","0288","Burke County High School",199,19.1,41.7
2008,"617","Burke County","ALL","All Burke County High Schools",199,19.1,41.7
2008,"618","Butts County","0190","Jackson High School",168,18.9,33.7
