"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","COLLEGE","INSTATE_ENR_RANK"
2008,"633","Cobb County","3056","South Cobb High School","University Of West Georgia",5
2008,"633","Cobb County","4066","Pebblebrook High School","Chattahoochee Tech College - Marietta",2
2008,"633","Cobb County","4066","Pebblebrook High School","Fort Valley State University",3
2008,"633","Cobb County","4066","Pebblebrook High School","Georgia Perimeter College",1
2008,"633","Cobb County","4066","Pebblebrook High School","Georgia Southern University",3
2008,"633","Cobb County","4066","Pebblebrook High School","Kennesaw State University",3
2008,"633","Cobb County","ALL","All Cobb County High Schools","Chattahoochee Tech College - Marietta",3
2008,"633","Cobb County","ALL","All Cobb County High Schools","Georgia Highlands College",5
2008,"633","Cobb County","ALL","All Cobb County High Schools","Georgia Southern University",4
2008,"633","Cobb County","ALL","All Cobb County High Schools","Kennesaw State University",1
2008,"633","Cobb County","ALL","All Cobb County High Schools","University Of Georgia",2
2008,"634","Coffee County","0195","Coffee County High School","Abraham Baldwin Agricultural College",3
2008,"634","Coffee County","0195","Coffee County High School","East Central Technical College",2
2008,"634","Coffee County","0195","Coffee County High School","South Georgia State College",1
2008,"634","Coffee County","0195","Coffee County High School","University Of Georgia",4
2008,"634","Coffee County","0195","Coffee County High School","Valdosta State University",4
2008,"634","Coffee County","ALL","All Coffee County High Schools","Abraham Baldwin Agricultural College",3
2008,"634","Coffee County","ALL","All Coffee County High Schools","East Central Technical College",2
2008,"634","Coffee County","ALL","All Coffee County High Schools","South Georgia State College",1
2008,"634","Coffee County","ALL","All Coffee County High Schools","University Of Georgia",4
2008,"634","Coffee County","ALL","All Coffee County High Schools","Valdosta State University",4
2008,"635","Colquitt County","1554","Colquitt County High School","Abraham Baldwin Agricultural College",1
2008,"635","Colquitt County","1554","Colquitt County High School","Darton State College",4
2008,"635","Colquitt County","1554","Colquitt County High School","Moultrie Technical College",2
2008,"635","Colquitt County","1554","Colquitt County High School","Southwest Georgia Technical College",5
2008,"635","Colquitt County","1554","Colquitt County High School","Valdosta State University",3
2008,"635","Colquitt County","ALL","All Colquitt County High Schools","Abraham Baldwin Agricultural College",1
2008,"635","Colquitt County","ALL","All Colquitt County High Schools","Darton State College",4
2008,"635","Colquitt County","ALL","All Colquitt County High Schools","Moultrie Technical College",2
2008,"635","Colquitt County","ALL","All Colquitt County High Schools","Southwest Georgia Technical College",5
2008,"635","Colquitt County","ALL","All Colquitt County High Schools","Valdosta State University",3
2008,"636","Columbia County","0183","Harlem High School","Augusta Technical College",2
2008,"636","Columbia County","0183","Harlem High School","Augusta University",1
2008,"636","Columbia County","0183","Harlem High School","Fort Valley State University",4
2008,"636","Columbia County","0183","Harlem High School","Georgia College & State University",4
2008,"636","Columbia County","0183","Harlem High School","Georgia Southern University",3
2008,"636","Columbia County","0189","Lakeside High School","Augusta Technical College",5
2008,"636","Columbia County","0189","Lakeside High School","Augusta University",1
2008,"636","Columbia County","0189","Lakeside High School","Georgia Institute Of Technology",3
2008,"636","Columbia County","0189","Lakeside High School","Georgia Southern University",4
2008,"636","Columbia County","0189","Lakeside High School","University Of Georgia",2
2008,"636","Columbia County","0197","Greenbrier High School","Augusta Technical College",4
2008,"636","Columbia County","0197","Greenbrier High School","Augusta University",1
2008,"636","Columbia County","0197","Greenbrier High School","Georgia College & State University",5
2008,"636","Columbia County","0197","Greenbrier High School","Georgia Southern University",3
2008,"636","Columbia County","0197","Greenbrier High School","University Of Georgia",2
2008,"636","Columbia County","4050","Evans High School","Armstrong State University",4
2008,"636","Columbia County","4050","Evans High School","Augusta Technical College",2
2008,"636","Columbia County","4050","Evans High School","Augusta University",1
2008,"636","Columbia County","4050","Evans High School","Georgia Southern University",3
2008,"636","Columbia County","4050","Evans High School","University Of Georgia",4
2008,"636","Columbia County","ALL","All Columbia County High Schools","Augusta Technical College",3
2008,"636","Columbia County","ALL","All Columbia County High Schools","Augusta University",1
2008,"636","Columbia County","ALL","All Columbia County High Schools","Georgia Institute Of Technology",5
2008,"636","Columbia County","ALL","All Columbia County High Schools","Georgia Southern University",4
2008,"636","Columbia County","ALL","All Columbia County High Schools","University Of Georgia",2
2008,"637","Cook County","2050","Cook County High School","Abraham Baldwin Agricultural College",1
2008,"637","Cook County","2050","Cook County High School","Gordon State College",4
2008,"637","Cook County","2050","Cook County High School","Middle Georgia State University",4
2008,"637","Cook County","2050","Cook County High School","Valdosta State University",3
2008,"637","Cook County","2050","Cook County High School","Valdosta Technical College",2
2008,"637","Cook County","ALL","All Cook County High Schools","Abraham Baldwin Agricultural College",1
2008,"637","Cook County","ALL","All Cook County High Schools","Gordon State College",4
2008,"637","Cook County","ALL","All Cook County High Schools","Middle Georgia State University",4
2008,"637","Cook County","ALL","All Cook County High Schools","Valdosta State University",3
2008,"637","Cook County","ALL","All Cook County High Schools","Valdosta Technical College",2
2008,"638","Coweta County","0196","Northgate High School","Georgia Southern University",4
2008,"638","Coweta County","0196","Northgate High School","Georgia State University",2
2008,"638","Coweta County","0196","Northgate High School","Gordon State College",5
2008,"638","Coweta County","0196","Northgate High School","University Of West Georgia",1
2008,"638","Coweta County","0196","Northgate High School","West Central Technical College",2
2008,"638","Coweta County","0389","East Coweta High School","Georgia Southern University",4
2008,"638","Coweta County","0389","East Coweta High School","Georgia State University",3
2008,"638","Coweta County","0389","East Coweta High School","Gordon State College",5
2008,"638","Coweta County","0389","East Coweta High School","University Of West Georgia",1
2008,"638","Coweta County","0389","East Coweta High School","West Central Technical College",2
2008,"638","Coweta County","5054","Newnan High School","Georgia Southern University",5
2008,"638","Coweta County","5054","Newnan High School","Georgia State University",3
2008,"638","Coweta County","5054","Newnan High School","University Of Georgia",4
2008,"638","Coweta County","5054","Newnan High School","University Of West Georgia",1
2008,"638","Coweta County","5054","Newnan High School","West Central Technical College",2
2008,"638","Coweta County","ALL","All Coweta County High Schools","Georgia Southern University",4
2008,"638","Coweta County","ALL","All Coweta County High Schools","Georgia State University",3
2008,"638","Coweta County","ALL","All Coweta County High Schools","Gordon State College",5
2008,"638","Coweta County","ALL","All Coweta County High Schools","University Of West Georgia",1
2008,"638","Coweta County","ALL","All Coweta County High Schools","West Central Technical College",2
2008,"639","Crawford County","0193","Crawford County High School","Albany State University",5
2008,"639","Crawford County","0193","Crawford County High School","Central Georgia Tech College - Macon",2
2008,"639","Crawford County","0193","Crawford County High School","Fort Valley State University",4
2008,"639","Crawford County","0193","Crawford County High School","Macon State College",1
2008,"639","Crawford County","0193","Crawford County High School","Middle Georgia Technical College",3
2008,"639","Crawford County","ALL","All Crawford County High Schools","Albany State University",5
2008,"639","Crawford County","ALL","All Crawford County High Schools","Central Georgia Tech College - Macon",2
2008,"639","Crawford County","ALL","All Crawford County High Schools","Fort Valley State University",4
2008,"639","Crawford County","ALL","All Crawford County High Schools","Macon State College",1
2008,"639","Crawford County","ALL","All Crawford County High Schools","Middle Georgia Technical College",3
2008,"640","Crisp County","0196","Crisp County High School","Abraham Baldwin Agricultural College",3
2008,"640","Crisp County","0196","Crisp County High School","Darton State College",2
2008,"640","Crisp County","0196","Crisp County High School","Middle Georgia State University",4
